TimeStamp;FrequencyInvert1(Hz);VoltageInvert1(V);CurrentInvert1(A);ActivePowerInvert1(W);ReactivePowerInvert1(VAr);FrequencyInvert2(Hz);VoltageInvert2(V);CurrentInvert2(A);ActivePowerInvert2(W);ReactivePowerInvert2(VAr)
2021_05_08 11:26:34;50,03;224,36;2,44;0,54;0,00;50,03;225,74;4,70;1,06;0,00
2021_05_08 11:26:39;50,03;224,17;2,46;0,55;0,00;50,03;225,65;4,69;1,06;0,00
2021_05_08 11:26:44;50,01;224,21;2,46;0,55;0,00;50,01;225,68;4,71;1,06;0,00
2021_05_08 11:26:49;50,00;224,21;2,46;0,55;0,00;50,00;225,69;4,73;1,06;0,00
2021_05_08 11:26:54;50,01;224,22;2,47;0,55;0,00;50,01;225,68;4,74;1,07;0,00
2021_05_08 11:26:59;50,03;224,27;2,48;0,55;0,00;50,03;225,74;4,75;1,07;0,00
2021_05_08 11:27:04;50,03;224,17;2,49;0,55;0,00;50,03;225,60;4,78;1,07;0,00
2021_05_08 11:27:09;50,03;224,31;2,50;0,56;0,00;50,03;225,75;4,77;1,08;0,00
2021_05_08 11:27:14;50,04;224,34;2,49;0,56;0,00;50,04;225,79;4,79;1,08;0,00
2021_05_08 11:27:19;50,04;224,27;2,50;0,56;0,01;50,04;225,72;4,81;1,08;0,00
2021_05_08 11:27:24;50,00;224,24;2,51;0,56;0,01;50,00;225,68;4,85;1,09;0,01
2021_05_08 11:27:29;49,97;224,23;2,52;0,56;0,01;49,97;225,70;4,88;1,10;0,00
2021_05_08 11:27:34;49,93;225,83;2,52;0,56;0,01;49,93;227,16;4,89;1,11;0,00
2021_05_08 11:27:39;49,93;225,83;2,51;0,56;0,00;49,93;227,15;4,94;1,12;0,01
2021_05_08 11:27:44;49,98;225,89;2,51;0,56;0,00;49,98;227,25;5,00;1,14;-0,00
2021_05_08 11:27:49;50,00;225,80;2,52;0,56;0,00;50,00;227,16;5,03;1,14;0,00
2021_05_08 11:27:54;49,99;225,91;2,53;0,57;0,01;49,99;227,29;5,06;1,15;0,01
2021_05_08 11:27:59;49,98;225,89;2,54;0,57;0,00;49,98;227,24;5,07;1,15;-0,00
2021_05_08 11:28:04;49,97;225,86;2,54;0,57;0,00;49,97;227,25;5,09;1,15;-0,00
2021_05_08 11:28:09;49,96;225,80;2,55;0,57;0,01;49,96;227,20;5,11;1,16;0,00
2021_05_08 11:28:14;49,97;225,96;2,56;0,57;0,01;49,97;227,37;5,12;1,16;0,00
2021_05_08 11:28:19;49,98;225,86;2,56;0,57;0,01;49,98;227,23;5,13;1,16;0,00
2021_05_08 11:28:24;49,99;225,84;2,56;0,57;0,00;49,99;227,22;5,14;1,17;0,01
2021_05_08 11:28:29;50,00;225,91;2,57;0,58;0,01;50,00;227,27;5,17;1,17;0,00
2021_05_08 11:28:34;50,01;225,99;2,57;0,58;0,00;50,01;227,36;5,17;1,17;-0,00
2021_05_08 11:28:39;50,04;225,92;2,58;0,58;0,00;50,04;227,30;5,17;1,17;0,00
2021_05_08 11:28:44;50,05;225,92;2,59;0,58;0,01;50,05;227,26;5,19;1,18;0,00
2021_05_08 11:28:49;50,03;225,94;2,59;0,58;0,01;50,03;227,30;5,20;1,18;0,00
2021_05_08 11:28:54;50,01;226,00;2,62;0,59;0,00;50,01;227,34;5,22;1,19;0,00
2021_05_08 11:28:59;50,00;226,02;2,62;0,59;0,00;50,00;227,38;5,22;1,18;0,00
2021_05_08 11:29:04;49,99;225,99;2,61;0,58;0,00;49,99;227,38;5,25;1,19;0,01
2021_05_08 11:29:09;49,99;226,01;2,65;0,59;0,00;49,99;227,35;5,27;1,20;0,00
2021_05_08 11:29:14;50,00;225,99;2,64;0,59;0,00;50,00;227,37;5,29;1,20;0,00
2021_05_08 11:29:19;50,02;225,99;2,64;0,59;0,00;50,02;227,36;5,30;1,20;0,01
2021_05_08 11:29:24;50,04;226,12;2,66;0,60;0,00;50,04;227,47;5,30;1,21;0,00
2021_05_08 11:29:29;50,05;226,03;2,67;0,60;0,00;50,05;227,37;5,32;1,21;0,01
2021_05_08 11:29:34;50,03;226,11;2,67;0,60;0,01;50,03;227,42;5,33;1,21;0,00
2021_05_08 11:29:39;50,03;226,09;2,67;0,60;0,00;50,03;227,45;5,35;1,21;0,00
2021_05_08 11:29:44;50,05;226,06;2,69;0,60;0,00;50,05;227,41;5,34;1,21;0,00
2021_05_08 11:29:49;50,05;226,05;2,68;0,60;0,00;50,05;227,41;5,35;1,22;0,01
2021_05_08 11:29:54;50,05;226,01;2,68;0,60;0,01;50,05;227,32;5,38;1,22;0,00
2021_05_08 11:29:59;50,05;225,97;2,69;0,60;0,00;50,05;227,27;5,38;1,22;0,00
2021_05_08 11:30:04;50,05;226,12;2,70;0,61;0,00;50,05;227,45;5,39;1,22;0,01
2021_05_08 11:30:09;50,05;226,10;2,70;0,60;0,00;50,05;227,43;5,39;1,23;0,00
2021_05_08 11:30:14;50,01;225,99;2,70;0,61;0,00;50,01;227,34;5,41;1,23;-0,00
2021_05_08 11:30:19;50,01;226,05;2,72;0,61;0,01;50,01;227,43;5,41;1,23;0,00
2021_05_08 11:30:24;50,00;225,95;2,73;0,61;0,01;50,00;227,29;5,43;1,23;0,00
2021_05_08 11:30:29;49,98;225,95;2,72;0,61;0,01;49,98;227,29;5,44;1,24;-0,00
2021_05_08 11:30:34;49,97;226,08;2,75;0,62;0,00;49,97;227,43;5,47;1,24;0,00
2021_05_08 11:30:39;49,98;226,01;2,75;0,62;0,00;49,98;227,34;5,49;1,25;0,00
2021_05_08 11:30:44;50,01;227,70;2,73;0,62;0,00;50,01;228,87;5,47;1,25;-0,01
2021_05_08 11:30:49;50,02;227,64;2,73;0,62;0,00;50,02;228,83;5,48;1,25;0,01
2021_05_08 11:30:54;50,02;227,79;2,74;0,62;0,01;50,02;228,96;5,49;1,26;0,01
2021_05_08 11:30:59;50,03;227,74;2,75;0,62;0,00;50,03;228,94;5,51;1,26;-0,00
2021_05_08 11:31:04;50,05;227,80;2,75;0,62;0,00;50,05;228,98;5,51;1,26;0,00
2021_05_08 11:31:09;50,06;227,92;2,75;0,62;0,01;50,06;229,11;5,52;1,26;0,01
2021_05_08 11:31:14;50,07;227,85;2,75;0,62;0,01;50,07;229,05;5,52;1,26;0,01
2021_05_08 11:31:19;50,06;227,83;2,75;0,62;0,00;50,06;228,95;5,52;1,26;-0,00
2021_05_08 11:31:24;50,03;227,79;2,77;0,63;0,00;50,03;228,96;5,55;1,27;0,01
2021_05_08 11:31:29;50,04;227,92;2,76;0,62;0,00;50,04;229,07;5,55;1,27;0,00
2021_05_08 11:31:34;50,06;227,89;2,77;0,63;0,00;50,06;229,02;5,57;1,27;0,00
2021_05_08 11:31:39;50,06;227,81;2,79;0,63;0,00;50,06;228,96;5,57;1,27;0,00
2021_05_08 11:31:44;50,05;227,84;2,79;0,63;0,00;50,05;229,01;5,58;1,28;0,01
2021_05_08 11:31:49;50,07;227,98;2,78;0,63;0,01;50,07;229,15;5,59;1,28;0,01
2021_05_08 11:31:54;50,07;227,79;2,80;0,63;0,01;50,07;228,93;5,60;1,28;0,00
2021_05_08 11:31:59;50,06;227,78;2,80;0,63;0,00;50,06;228,92;5,61;1,28;0,00
2021_05_08 11:32:04;50,03;227,84;2,81;0,64;0,00;50,03;228,99;5,63;1,29;0,00
2021_05_08 11:32:09;50,02;227,87;2,80;0,63;0,01;50,02;229,07;5,63;1,29;0,01
2021_05_08 11:32:14;50,02;227,90;2,81;0,64;0,01;50,02;229,11;5,64;1,29;-0,01
2021_05_08 11:32:19;50,05;227,87;2,82;0,64;0,00;50,05;229,11;5,65;1,29;0,00
2021_05_08 11:32:24;50,07;227,92;2,83;0,64;0,00;50,07;229,17;5,65;1,29;0,00
2021_05_08 11:32:29;50,06;227,83;2,84;0,64;0,00;50,06;229,09;5,66;1,29;0,00
2021_05_08 11:32:34;50,05;227,96;2,83;0,64;0,00;50,05;229,23;5,68;1,30;0,01
2021_05_08 11:32:39;50,07;227,98;2,83;0,64;0,00;50,07;229,19;5,67;1,30;-0,01
2021_05_08 11:32:44;50,09;227,90;2,85;0,65;0,00;50,09;229,20;5,71;1,31;-0,00
2021_05_08 11:32:49;50,10;227,95;2,85;0,65;0,00;50,10;229,17;5,72;1,31;0,00
2021_05_08 11:32:54;50,09;228,00;2,86;0,65;0,01;50,09;229,22;5,74;1,31;-0,00
2021_05_08 11:32:59;50,08;227,93;2,87;0,65;0,01;50,08;229,16;5,75;1,31;0,01
2021_05_08 11:33:04;50,05;227,93;2,88;0,65;0,00;50,05;229,04;5,75;1,32;0,01
2021_05_08 11:33:09;50,07;228,01;2,88;0,65;0,00;50,07;229,18;5,78;1,32;-0,01
2021_05_08 11:33:14;50,10;227,92;2,90;0,66;0,00;50,10;229,09;5,79;1,32;0,00
2021_05_08 11:33:19;50,09;228,01;2,88;0,65;0,00;50,09;229,20;5,79;1,33;0,00
2021_05_08 11:33:24;50,08;228,03;2,92;0,66;0,00;50,08;229,20;5,82;1,33;0,01
2021_05_08 11:33:29;50,08;227,96;2,92;0,66;0,01;50,08;229,09;5,84;1,33;0,01
2021_05_08 11:33:34;50,07;227,96;2,91;0,66;0,01;50,07;229,12;5,84;1,34;0,01
2021_05_08 11:33:39;50,09;228,04;2,93;0,66;0,00;50,09;229,16;5,85;1,34;0,00
2021_05_08 11:33:44;50,11;228,10;2,93;0,66;0,00;50,11;229,21;5,86;1,34;-0,00
2021_05_08 11:33:49;50,12;228,02;2,92;0,66;0,00;50,13;229,21;5,86;1,34;0,01
2021_05_08 11:33:54;50,12;227,99;2,94;0,67;0,00;50,12;229,12;5,87;1,34;0,00
2021_05_08 11:33:59;50,11;228,13;2,95;0,67;0,00;50,11;229,30;5,87;1,34;0,01
2021_05_08 11:34:04;50,10;228,10;2,95;0,67;0,00;50,10;229,26;5,89;1,35;0,01
2021_05_08 11:34:09;50,08;227,97;2,95;0,67;0,01;50,08;229,13;5,91;1,35;0,01
2021_05_08 11:34:14;50,04;228,00;2,96;0,67;0,01;50,04;229,17;5,92;1,36;0,00
2021_05_08 11:34:19;50,03;228,09;2,96;0,67;0,00;50,03;229,27;5,93;1,36;0,01
2021_05_08 11:34:24;50,07;228,08;2,96;0,67;0,00;50,07;229,17;5,94;1,36;0,00
2021_05_08 11:34:29;50,07;228,00;2,97;0,67;0,01;50,07;229,11;5,95;1,36;0,00
2021_05_08 11:34:34;50,07;228,09;2,97;0,67;0,00;50,07;229,20;5,96;1,36;0,00
2021_05_08 11:34:39;50,09;228,14;2,97;0,67;0,00;50,09;229,22;5,97;1,37;0,00
2021_05_08 11:34:44;50,06;228,05;2,98;0,68;0,00;50,06;229,16;6,00;1,37;0,00
2021_05_08 11:34:49;50,05;228,12;2,98;0,68;0,00;50,05;229,25;5,98;1,37;0,01
2021_05_08 11:34:54;50,06;228,11;2,99;0,68;0,00;50,05;229,31;5,99;1,37;0,01
2021_05_08 11:34:59;50,05;228,03;2,99;0,68;0,01;50,05;229,22;6,01;1,37;0,00
2021_05_08 11:35:04;50,05;228,10;2,99;0,68;0,00;50,05;229,30;6,00;1,37;0,00
2021_05_08 11:35:09;50,06;228,10;3,02;0,68;0,00;50,06;229,26;6,02;1,38;0,01
2021_05_08 11:35:14;50,08;228,06;3,00;0,68;0,01;50,08;229,18;6,03;1,38;0,00
2021_05_08 11:35:19;50,08;228,14;3,01;0,68;0,00;50,08;229,33;6,04;1,38;0,01
2021_05_08 11:35:24;50,09;228,25;3,01;0,68;0,00;50,09;229,33;6,05;1,39;-0,00
2021_05_08 11:35:29;50,09;228,17;3,02;0,69;-0,00;50,09;229,27;6,06;1,39;0,00
2021_05_08 11:35:34;50,06;228,14;3,04;0,69;0,00;50,06;229,22;6,08;1,39;0,01
2021_05_08 11:35:39;50,05;228,21;3,04;0,69;0,00;50,05;229,30;6,06;1,39;0,00
2021_05_08 11:35:44;50,06;228,23;3,04;0,69;0,00;50,06;229,34;6,09;1,40;0,00
2021_05_08 11:35:49;50,09;228,32;3,04;0,69;0,00;50,09;229,40;6,09;1,40;0,01
2021_05_08 11:35:54;50,13;228,26;3,05;0,69;0,00;50,13;229,31;6,12;1,40;0,00
2021_05_08 11:35:59;50,13;228,30;3,03;0,69;0,00;50,13;229,35;6,12;1,40;0,00
2021_05_08 11:36:04;50,11;228,31;3,05;0,69;0,00;50,11;229,36;6,13;1,40;0,01
2021_05_08 11:36:09;50,11;228,25;3,07;0,70;0,00;50,11;229,38;6,13;1,40;0,00
2021_05_08 11:36:14;50,13;228,28;3,06;0,70;0,00;50,13;229,42;6,15;1,41;-0,00
2021_05_08 11:36:19;50,14;228,20;3,07;0,70;0,00;50,14;229,38;6,15;1,41;0,00
2021_05_08 11:36:24;50,14;228,19;3,08;0,70;0,00;50,14;229,39;6,17;1,41;0,01
2021_05_08 11:36:29;50,12;228,30;3,07;0,70;0,00;50,11;229,44;6,18;1,42;0,01
2021_05_08 11:36:34;50,10;228,59;3,07;0,70;0,01;50,10;229,76;6,18;1,42;-0,00
2021_05_08 11:36:39;50,11;228,65;3,08;0,70;0,00;50,11;229,81;6,17;1,42;0,01
2021_05_08 11:36:44;50,13;228,69;3,09;0,70;0,00;50,13;229,84;6,19;1,42;0,00
2021_05_08 11:36:49;50,14;228,71;3,10;0,70;0,01;50,14;229,84;6,18;1,42;-0,00
2021_05_08 11:36:54;50,13;228,64;3,11;0,71;0,00;50,13;229,75;6,22;1,43;0,00
2021_05_08 11:36:59;50,13;228,67;3,10;0,70;-0,00;50,13;229,80;6,20;1,42;0,01
2021_05_08 11:37:04;50,13;228,79;3,11;0,71;0,00;50,13;229,92;6,25;1,44;0,01
2021_05_08 11:37:09;50,13;228,75;3,12;0,71;0,01;50,13;229,90;6,22;1,43;0,00
2021_05_08 11:37:14;50,10;228,74;3,12;0,71;0,00;50,10;229,86;6,25;1,44;0,00
2021_05_08 11:37:19;50,10;228,72;3,12;0,71;0,00;50,10;229,88;6,26;1,44;0,00
2021_05_08 11:37:24;50,12;228,72;3,14;0,71;0,00;50,12;229,88;6,25;1,44;0,00
2021_05_08 11:37:29;50,13;228,78;3,13;0,71;0,00;50,13;229,90;6,27;1,44;0,00
2021_05_08 11:37:34;50,13;228,83;3,13;0,71;0,00;50,13;229,96;6,29;1,44;-0,00
2021_05_08 11:37:39;50,15;228,84;3,14;0,71;0,00;50,15;229,96;6,30;1,45;0,00
2021_05_08 11:37:44;50,14;228,78;3,16;0,72;0,00;50,14;229,89;6,32;1,45;-0,00
2021_05_08 11:37:49;50,15;228,79;3,15;0,72;0,01;50,15;229,88;6,31;1,45;0,00
2021_05_08 11:37:54;50,14;228,86;3,15;0,72;0,00;50,14;229,98;6,32;1,45;-0,00
2021_05_08 11:37:59;50,15;228,83;3,16;0,72;0,00;50,15;230,00;6,32;1,45;0,02
2021_05_08 11:38:04;50,14;228,93;3,16;0,72;0,01;50,14;230,10;6,33;1,46;0,00
2021_05_08 11:38:09;50,15;228,97;3,16;0,72;0,00;50,15;230,22;6,34;1,46;0,00
2021_05_08 11:38:14;50,16;228,91;3,16;0,72;0,00;50,16;230,14;6,35;1,46;-0,00
2021_05_08 11:38:19;50,16;228,94;3,18;0,72;0,00;50,16;230,14;6,35;1,46;0,00
2021_05_08 11:38:24;50,15;228,90;3,19;0,73;0,00;50,15;230,16;6,36;1,46;0,01
2021_05_08 11:38:29;50,14;228,85;3,17;0,72;0,00;50,14;230,08;6,39;1,47;-0,00
2021_05_08 11:38:34;50,15;229,06;3,19;0,73;0,00;50,15;230,25;6,37;1,46;-0,00
2021_05_08 11:38:39;50,15;228,96;3,19;0,73;0,01;50,15;230,19;6,38;1,47;0,00
2021_05_08 11:38:44;50,15;229,04;3,19;0,73;0,01;50,14;230,20;6,39;1,47;0,00
2021_05_08 11:38:49;50,13;228,95;3,20;0,73;0,00;50,13;230,18;6,41;1,47;0,00
2021_05_08 11:38:54;50,15;229,08;3,21;0,73;0,00;50,15;230,30;6,42;1,48;0,00
2021_05_08 11:38:59;50,17;229,09;3,20;0,73;0,00;50,17;230,28;6,43;1,48;0,00
2021_05_08 11:39:04;50,17;228,97;3,22;0,73;-0,00;50,17;230,26;6,43;1,48;0,01
2021_05_08 11:39:09;50,17;228,91;3,22;0,73;0,00;50,17;230,20;6,44;1,48;0,00
2021_05_08 11:39:14;50,18;228,97;3,23;0,73;0,00;50,18;230,17;6,43;1,48;0,00
2021_05_08 11:39:19;50,17;228,90;3,23;0,74;0,01;50,17;230,11;6,47;1,49;0,00
2021_05_08 11:39:24;50,17;229,03;3,24;0,74;0,01;50,17;230,23;6,47;1,49;0,01
2021_05_08 11:39:29;50,17;229,04;3,24;0,74;0,01;50,18;230,27;6,47;1,49;0,01
2021_05_08 11:39:34;50,16;228,86;3,23;0,74;0,01;50,16;230,06;6,49;1,49;0,00
2021_05_08 11:39:39;50,15;228,92;3,25;0,74;0,00;50,15;230,13;6,48;1,49;0,00
2021_05_08 11:39:44;50,14;228,83;3,25;0,74;0,00;50,14;229,96;6,50;1,49;0,01
2021_05_08 11:39:49;50,14;228,80;3,25;0,74;0,01;50,13;229,98;6,52;1,50;0,00
2021_05_08 11:39:54;50,13;228,80;3,25;0,74;0,01;50,13;229,95;6,52;1,50;0,00
2021_05_08 11:39:59;50,13;228,95;3,27;0,74;0,00;50,13;230,05;6,52;1,50;0,00
2021_05_08 11:40:04;50,15;228,93;3,26;0,74;0,00;50,15;230,07;6,55;1,50;0,01
2021_05_08 11:40:09;50,13;228,94;3,27;0,75;0,00;50,13;230,05;6,55;1,50;-0,00
2021_05_08 11:40:14;50,14;228,89;3,27;0,74;0,00;50,14;230,00;6,54;1,50;-0,00
2021_05_08 11:40:19;50,16;228,89;3,28;0,75;0,00;50,16;230,03;6,58;1,51;0,01
2021_05_08 11:40:24;50,19;228,92;3,27;0,74;0,01;50,19;230,05;6,58;1,51;0,01
2021_05_08 11:40:29;50,18;229,00;3,29;0,75;0,00;50,18;230,14;6,59;1,51;0,01
2021_05_08 11:40:34;50,18;229,02;3,29;0,75;0,00;50,18;230,13;6,58;1,51;0,01
2021_05_08 11:40:39;50,19;229,00;3,29;0,75;0,00;50,19;230,13;6,58;1,51;-0,00
2021_05_08 11:40:44;50,17;228,95;3,29;0,75;0,00;50,17;230,08;6,60;1,52;0,01
2021_05_08 11:40:49;50,17;228,97;3,31;0,75;0,00;50,17;230,10;6,60;1,52;0,00
2021_05_08 11:40:54;50,17;228,92;3,31;0,75;0,00;50,17;230,00;6,62;1,52;0,01
2021_05_08 11:40:59;50,16;229,01;3,31;0,75;0,00;50,16;230,11;6,62;1,52;0,00
2021_05_08 11:41:04;50,17;229,09;3,31;0,76;0,00;50,17;230,15;6,62;1,52;0,00
2021_05_08 11:41:09;50,15;228,98;3,31;0,76;0,00;50,15;230,07;6,63;1,52;0,00
2021_05_08 11:41:14;50,10;228,98;3,31;0,75;0,00;50,10;230,07;6,64;1,52;0,01
2021_05_08 11:41:19;50,10;229,02;3,32;0,76;0,00;50,10;230,13;6,66;1,53;0,01
2021_05_08 11:41:24;50,08;228,94;3,32;0,76;0,00;50,08;230,05;6,66;1,53;0,00
2021_05_08 11:41:29;50,09;228,88;2,66;0,59;0,02;50,09;230,17;6,66;1,53;0,01
2021_05_08 11:41:34;50,12;228,96;3,33;0,76;0,00;50,12;230,26;6,69;1,54;0,00
2021_05_08 11:41:39;50,15;229,08;3,35;0,76;0,00;50,15;230,17;6,69;1,54;-0,01
2021_05_08 11:41:44;50,14;228,96;3,36;0,77;0,01;50,14;230,06;6,71;1,54;-0,00
2021_05_08 11:41:49;50,13;229,10;3,35;0,77;0,00;50,13;230,15;6,70;1,54;0,01
2021_05_08 11:41:54;50,16;229,23;3,36;0,77;0,00;50,16;230,31;6,73;1,55;-0,00
2021_05_08 11:41:59;50,17;229,12;3,34;0,76;0,00;50,17;230,24;6,74;1,55;0,01
2021_05_08 11:42:04;50,17;229,15;3,37;0,77;0,00;50,17;230,22;6,75;1,55;0,00
2021_05_08 11:42:09;50,17;229,10;3,37;0,77;0,00;50,17;230,22;6,75;1,55;0,01
2021_05_08 11:42:14;50,15;229,13;3,38;0,77;0,00;50,15;230,27;6,75;1,55;0,01
2021_05_08 11:42:19;50,14;229,16;3,39;0,77;0,00;50,14;230,27;6,75;1,55;0,01
2021_05_08 11:42:24;50,13;229,09;3,38;0,77;0,00;50,13;230,19;6,76;1,55;0,01
2021_05_08 11:42:29;50,14;229,16;3,40;0,78;0,00;50,14;230,27;6,78;1,56;0,01
2021_05_08 11:42:34;50,15;229,11;3,39;0,77;-0,00;50,15;230,24;6,79;1,56;0,01
2021_05_08 11:42:39;50,15;229,16;3,39;0,78;0,00;50,15;230,25;6,79;1,56;0,00
2021_05_08 11:42:44;50,14;229,16;3,39;0,77;0,00;50,14;230,25;6,81;1,57;0,00
2021_05_08 11:42:49;50,14;229,09;3,40;0,78;0,00;50,14;230,23;6,82;1,57;0,01
2021_05_08 11:42:54;50,17;229,29;3,41;0,78;-0,00;50,18;230,40;6,83;1,57;0,00
2021_05_08 11:42:59;50,20;229,23;3,40;0,78;0,00;50,20;230,36;6,83;1,57;-0,00
2021_05_08 11:43:04;50,21;229,23;3,42;0,78;0,00;50,21;230,35;6,83;1,57;0,01
2021_05_08 11:43:09;50,20;229,21;3,42;0,78;0,00;50,20;230,29;6,84;1,57;0,02
2021_05_08 11:43:14;50,19;229,28;3,41;0,78;0,00;50,19;230,42;6,83;1,57;0,00
2021_05_08 11:43:19;50,19;229,28;3,42;0,78;0,00;50,19;230,35;6,84;1,57;-0,00
2021_05_08 11:43:24;50,17;229,19;3,41;0,78;0,00;50,17;230,31;6,84;1,57;0,00
2021_05_08 11:43:29;50,15;229,26;3,43;0,78;0,00;50,15;230,35;6,85;1,57;0,01
2021_05_08 11:43:34;50,16;229,24;3,44;0,79;0,00;50,16;230,34;6,88;1,58;0,01
2021_05_08 11:43:39;50,14;229,27;3,42;0,78;0,00;50,14;230,39;6,88;1,58;0,00
2021_05_08 11:43:44;50,12;229,18;3,45;0,79;0,00;50,12;230,32;6,88;1,58;0,01
2021_05_08 11:43:49;50,10;229,24;3,45;0,79;0,01;50,10;230,11;5,98;1,37;0,01
2021_05_08 11:43:54;50,09;229,20;3,44;0,79;0,00;50,09;230,37;6,90;1,59;0,01
2021_05_08 11:43:59;50,09;229,22;3,46;0,79;0,01;50,09;230,38;6,92;1,59;0,01
2021_05_08 11:44:04;50,09;229,23;3,46;0,79;0,00;50,10;230,29;6,94;1,59;0,00
2021_05_08 11:44:09;50,10;229,24;3,46;0,79;0,00;50,09;230,37;6,92;1,59;0,00
2021_05_08 11:44:14;50,10;229,19;3,46;0,79;0,00;50,10;230,32;6,95;1,60;0,00
2021_05_08 11:44:19;50,12;229,30;3,46;0,79;0,00;50,12;230,41;6,96;1,60;0,00
2021_05_08 11:44:24;50,13;229,34;3,48;0,80;0,00;50,13;230,42;6,96;1,60;0,00
2021_05_08 11:44:29;50,14;229,22;3,48;0,80;0,00;50,14;230,33;6,96;1,60;0,01
2021_05_08 11:44:34;50,12;229,26;3,48;0,80;0,00;50,12;230,38;6,97;1,60;0,00
2021_05_08 11:44:39;50,11;229,20;3,50;0,80;0,00;50,11;230,33;6,98;1,60;0,01
2021_05_08 11:44:44;50,11;229,28;3,48;0,80;0,00;50,11;230,07;6,98;1,60;-0,00
2021_05_08 11:44:49;50,12;229,35;3,49;0,80;0,01;50,12;230,10;7,00;1,61;-0,00
2021_05_08 11:44:54;50,15;229,39;3,50;0,80;0,00;50,15;230,50;7,00;1,61;0,00
2021_05_08 11:44:59;50,16;229,37;3,50;0,80;0,00;50,16;230,49;7,00;1,61;-0,00
2021_05_08 11:45:04;50,15;229,39;3,50;0,80;0,00;50,15;230,46;7,01;1,61;0,00
2021_05_08 11:45:09;50,13;229,37;3,52;0,80;0,00;50,13;230,46;7,01;1,61;0,01
2021_05_08 11:45:14;50,12;229,33;3,52;0,80;0,00;50,12;230,43;7,00;1,61;0,01
2021_05_08 11:45:19;50,11;229,29;3,51;0,80;0,00;50,11;230,44;7,02;1,62;0,00
2021_05_08 11:45:24;50,10;229,28;3,52;0,80;0,00;50,10;230,43;7,03;1,62;0,00
2021_05_08 11:45:29;50,09;229,34;3,51;0,80;0,00;50,09;230,48;7,03;1,62;0,01
2021_05_08 11:45:34;50,10;229,39;3,53;0,81;0,00;50,10;230,56;7,04;1,62;0,00
2021_05_08 11:45:39;50,11;229,35;3,52;0,81;0,00;50,11;230,47;7,04;1,62;0,01
2021_05_08 11:45:44;50,11;227,72;3,55;0,81;0,00;50,11;229,01;7,09;1,62;0,00
2021_05_08 11:45:49;50,11;227,81;3,55;0,81;0,00;50,11;229,08;7,11;1,63;0,00
2021_05_08 11:45:54;50,10;227,78;3,56;0,81;0,01;50,10;229,02;7,11;1,63;0,00
2021_05_08 11:45:59;50,10;227,80;3,57;0,81;0,00;50,10;229,10;7,12;1,63;0,00
2021_05_08 11:46:04;50,10;227,70;3,57;0,81;0,00;50,10;228,94;7,13;1,63;-0,00
2021_05_08 11:46:09;50,10;227,74;3,56;0,81;0,00;50,10;229,04;7,13;1,63;0,00
2021_05_08 11:46:14;50,10;227,72;3,58;0,81;0,00;50,10;229,00;7,13;1,63;0,00
2021_05_08 11:46:19;50,10;227,67;3,58;0,81;0,00;50,10;228,93;7,15;1,63;0,00
2021_05_08 11:46:24;50,13;227,78;3,56;0,81;0,00;50,13;228,96;7,16;1,64;0,00
2021_05_08 11:46:29;50,13;227,94;3,57;0,81;0,00;50,13;229,11;7,16;1,64;0,00
2021_05_08 11:46:34;50,14;227,90;3,58;0,81;0,00;50,14;229,08;7,17;1,64;0,01
2021_05_08 11:46:39;50,14;227,89;3,60;0,82;0,00;50,14;229,14;7,18;1,64;-0,00
2021_05_08 11:46:44;50,16;227,90;3,58;0,81;0,00;50,16;229,14;7,17;1,64;-0,00
2021_05_08 11:46:49;50,14;227,89;3,60;0,82;0,00;50,14;229,15;7,17;1,64;0,01
2021_05_08 11:46:54;50,13;227,86;3,60;0,82;0,00;50,13;229,09;7,20;1,65;0,00
2021_05_08 11:46:59;50,14;227,94;3,61;0,82;0,00;50,14;229,18;7,21;1,65;0,00
2021_05_08 11:47:04;50,17;227,95;3,60;0,82;0,01;50,17;229,14;7,21;1,65;-0,00
2021_05_08 11:47:09;50,18;227,97;3,61;0,82;0,00;50,18;229,18;7,20;1,65;0,00
2021_05_08 11:47:14;50,17;227,89;3,62;0,82;0,01;50,17;229,11;7,24;1,66;0,01
2021_05_08 11:47:19;50,16;228,03;3,62;0,82;0,00;50,16;229,25;7,22;1,65;0,01
2021_05_08 11:47:24;50,16;227,90;3,61;0,82;0,00;50,16;229,10;7,22;1,65;0,01
2021_05_08 11:47:29;50,16;228,01;3,62;0,82;0,00;50,16;229,22;7,23;1,66;0,00
2021_05_08 11:47:34;50,15;227,97;3,62;0,82;0,00;50,15;229,23;7,24;1,66;0,00
2021_05_08 11:47:39;50,15;227,92;3,63;0,82;0,01;50,15;229,11;7,24;1,66;0,01
2021_05_08 11:47:44;50,13;228,00;3,62;0,82;0,00;50,13;229,22;7,25;1,66;0,01
2021_05_08 11:47:49;50,15;227,77;3,62;0,82;0,00;50,15;228,97;7,24;1,66;-0,00
2021_05_08 11:47:54;50,15;227,94;3,63;0,82;0,00;50,15;229,07;7,26;1,66;0,01
2021_05_08 11:47:59;50,15;227,86;3,63;0,83;0,00;50,15;229,07;7,27;1,66;0,00
2021_05_08 11:48:04;50,15;227,94;3,64;0,83;0,00;50,15;229,12;7,27;1,66;0,00
2021_05_08 11:48:09;50,15;227,87;3,63;0,82;0,00;50,15;229,11;7,27;1,66;0,00
