TimeStamp;FrequencyInvert1(Hz);VoltageInvert1(V);CurrentInvert1(A);ActivePowerInvert1(W);ReactivePowerInvert1(VAr);FrequencyInvert2(Hz);VoltageInvert2(V);CurrentInvert2(A);ActivePowerInvert2(W);ReactivePowerInvert2(VAr)
2021_05_08 11:04:54;49,97;224,72;0,13;0,00;0,03;49,97;225,62;0,13;0,00;0,03
2021_05_08 11:04:59;49,97;224,55;0,13;0,00;0,03;49,97;225,47;0,13;0,00;0,03
2021_05_08 11:05:04;49,92;224,53;0,13;0,00;0,03;49,92;225,43;0,13;0,00;0,03
2021_05_08 11:05:09;49,92;224,58;0,13;0,00;0,03;49,92;225,47;0,13;0,00;0,03
2021_05_08 11:05:14;49,94;224,75;0,13;0,00;0,03;49,94;225,59;0,13;0,00;0,03
2021_05_08 11:05:19;49,97;224,72;0,13;0,00;0,03;49,97;225,57;0,13;0,00;0,03
2021_05_08 11:05:24;49,98;224,62;0,13;0,00;0,03;49,98;225,49;0,13;0,00;0,03
2021_05_08 11:05:29;49,97;224,51;0,13;0,00;0,03;49,97;225,42;0,13;0,00;0,03
2021_05_08 11:05:34;49,94;224,53;0,13;0,00;0,03;49,94;225,40;0,13;0,00;0,03
2021_05_08 11:05:39;49,91;224,54;0,13;0,00;0,03;49,91;225,42;0,13;0,00;0,03
2021_05_08 11:05:44;49,91;224,49;0,13;0,00;0,03;49,91;225,41;0,13;0,00;0,03
2021_05_08 11:05:49;49,92;224,52;0,13;0,00;0,03;49,92;225,39;0,13;0,00;0,03
2021_05_08 11:05:54;49,95;224,78;0,13;0,00;0,03;49,95;225,64;0,13;0,00;0,03
2021_05_08 11:05:59;49,96;224,54;0,13;0,00;0,03;49,96;225,41;0,13;0,00;0,03
2021_05_08 11:06:04;49,96;224,53;0,13;0,00;0,03;49,96;225,37;0,13;0,00;0,03
2021_05_08 11:06:09;49,94;224,45;0,13;0,00;0,03;49,94;225,36;0,13;0,00;0,03
2021_05_08 11:06:14;49,93;224,52;0,13;0,00;0,03;49,93;225,40;0,13;0,00;0,03
2021_05_08 11:06:19;49,94;224,63;0,13;0,00;0,03;49,94;225,49;0,13;0,00;0,03
2021_05_08 11:06:24;49,96;224,55;0,13;0,00;0,03;49,96;225,41;0,13;0,00;0,03
2021_05_08 11:06:29;49,94;224,46;0,13;0,00;0,03;49,94;225,31;0,13;0,00;0,03
2021_05_08 11:06:34;49,95;224,64;0,13;0,00;0,03;49,95;225,48;0,13;0,00;0,03
2021_05_08 11:06:39;49,96;224,66;0,13;0,00;0,03;49,96;225,49;0,13;0,00;0,03
2021_05_08 11:06:44;49,94;224,45;0,13;0,00;0,03;49,94;225,31;0,13;0,00;0,03
2021_05_08 11:06:49;49,97;224,58;0,13;0,00;0,03;49,97;225,47;0,13;0,00;0,03
2021_05_08 11:06:54;50,00;224,51;0,13;0,00;0,03;50,00;225,39;0,13;0,00;0,03
2021_05_08 11:06:59;50,02;224,73;0,13;0,00;0,03;50,02;225,57;0,13;0,00;0,03
2021_05_08 11:07:04;50,04;224,58;0,13;0,00;0,03;50,04;225,40;0,13;0,00;0,03
2021_05_08 11:07:09;50,03;224,47;0,13;0,00;0,03;50,03;225,31;0,13;0,00;0,03
2021_05_08 11:07:14;50,02;224,65;0,13;0,00;0,03;50,02;225,52;0,13;0,00;0,03
2021_05_08 11:07:19;50,04;224,63;0,13;0,00;0,03;50,04;225,53;0,13;0,00;0,03
2021_05_08 11:07:24;50,04;224,58;0,13;0,00;0,03;50,04;225,44;0,13;0,00;0,03
2021_05_08 11:07:29;50,06;224,59;0,13;0,00;0,03;50,06;225,51;0,13;0,00;0,03
2021_05_08 11:07:34;50,09;224,81;0,13;0,00;0,03;50,09;225,73;0,13;0,00;0,03
2021_05_08 11:07:39;50,10;224,82;0,13;0,00;0,03;50,10;225,67;0,13;0,00;0,03
2021_05_08 11:07:44;50,06;224,50;0,13;0,00;0,03;50,06;225,45;0,61;0,02;0,08
2021_05_08 11:07:49;50,03;224,82;0,13;0,00;0,03;50,03;225,68;0,28;0,03;-0,00
2021_05_08 11:07:54;50,04;224,82;0,13;0,00;0,03;50,04;225,69;0,44;0,02;0,02
2021_05_08 11:07:59;50,05;224,63;0,13;0,00;0,03;50,05;225,54;0,33;0,03;-0,01
2021_05_08 11:08:04;50,04;224,62;0,13;0,00;0,03;50,04;225,51;0,31;0,03;-0,01
2021_05_08 11:08:09;50,02;224,70;0,13;0,00;0,03;50,02;225,60;0,30;0,02;0,00
2021_05_08 11:08:14;50,03;224,68;0,13;0,00;0,03;50,03;225,60;0,29;0,03;0,00
2021_05_08 11:08:19;50,04;224,64;0,13;0,00;0,03;50,04;225,53;0,30;0,03;-0,00
2021_05_08 11:08:24;50,00;224,70;0,13;0,00;0,03;50,00;225,59;0,28;0,03;0,01
2021_05_08 11:08:29;49,95;224,54;0,13;0,00;0,03;49,95;225,39;0,29;0,03;-0,01
2021_05_08 11:08:34;49,92;224,66;0,13;0,00;0,03;49,92;225,53;0,28;0,03;-0,00
2021_05_08 11:08:39;49,94;224,79;0,13;0,00;0,03;49,94;225,69;0,29;0,03;-0,01
2021_05_08 11:08:44;50,00;224,69;0,13;0,00;0,03;50,00;225,57;0,31;0,03;-0,02
2021_05_08 11:08:49;50,00;224,46;0,13;0,00;0,03;50,00;225,37;0,35;0,03;0,00
2021_05_08 11:08:54;49,98;224,64;0,13;0,00;0,03;49,98;225,65;0,30;0,03;-0,00
2021_05_08 11:08:59;49,96;224,52;0,13;0,00;0,03;49,96;225,49;0,30;0,03;-0,00
2021_05_08 11:09:04;49,93;224,79;0,13;0,00;0,03;49,93;225,77;0,29;0,03;0,00
2021_05_08 11:09:09;49,95;224,72;0,13;0,00;0,03;49,95;225,69;0,30;0,03;-0,01
2021_05_08 11:09:14;49,97;224,88;0,13;0,00;0,03;49,97;225,83;0,34;0,04;-0,01
2021_05_08 11:09:19;49,97;224,61;0,13;0,00;0,03;49,97;225,63;0,31;0,03;0,00
2021_05_08 11:09:24;49,97;224,60;0,13;0,00;0,03;49,97;225,62;0,30;0,03;0,01
2021_05_08 11:09:29;49,94;224,58;0,13;0,00;0,03;49,94;225,60;0,30;0,03;0,00
2021_05_08 11:09:34;49,93;224,71;0,13;0,00;0,03;49,93;225,71;0,31;0,04;-0,00
2021_05_08 11:09:39;49,92;224,67;0,13;0,00;0,03;49,92;225,66;0,31;0,03;0,01
2021_05_08 11:09:44;49,95;224,74;0,13;0,00;0,03;49,95;225,78;0,32;0,04;0,00
2021_05_08 11:09:49;49,96;224,63;0,13;0,00;0,03;49,96;225,64;0,32;0,04;0,00
2021_05_08 11:09:54;49,94;225,06;0,13;0,00;0,03;49,94;226,04;0,33;0,04;0,00
2021_05_08 11:09:59;49,90;225,09;0,13;0,00;0,03;49,90;226,11;0,35;0,04;-0,01
2021_05_08 11:10:04;49,89;225,27;0,13;0,00;0,03;49,89;226,28;0,34;0,04;-0,00
2021_05_08 11:10:09;49,92;225,53;0,13;0,00;0,03;49,92;226,51;0,35;0,04;-0,01
2021_05_08 11:10:14;49,91;225,13;0,13;0,00;0,03;49,91;226,14;0,35;0,04;0,00
2021_05_08 11:10:19;49,90;225,34;0,13;0,00;0,03;49,90;226,32;0,37;0,05;-0,01
2021_05_08 11:10:24;49,91;225,42;0,13;0,00;0,03;49,91;226,42;0,37;0,04;0,01
2021_05_08 11:10:29;49,92;225,40;0,13;0,00;0,03;49,92;226,39;0,37;0,04;0,00
2021_05_08 11:10:34;49,91;225,23;0,13;0,00;0,03;49,91;226,25;0,40;0,05;-0,00
2021_05_08 11:10:39;49,92;225,53;0,13;0,00;0,03;49,92;226,53;0,40;0,05;0,00
2021_05_08 11:10:44;49,92;225,64;0,13;0,00;0,03;49,92;226,63;0,42;0,05;0,00
2021_05_08 11:10:49;49,91;225,71;0,13;0,00;0,03;49,91;226,80;0,44;0,05;0,01
2021_05_08 11:10:54;49,92;225,75;0,13;0,00;0,03;49,92;226,71;0,45;0,05;0,00
2021_05_08 11:10:59;49,93;225,75;0,13;0,00;0,03;49,93;226,85;0,47;0,06;0,00
2021_05_08 11:11:04;49,94;225,69;0,13;0,00;0,03;49,94;226,70;0,48;0,07;-0,01
2021_05_08 11:11:09;49,95;225,85;0,13;0,00;0,03;49,95;226,91;0,48;0,07;-0,00
2021_05_08 11:11:14;49,92;225,72;0,13;0,00;0,03;49,92;226,78;0,49;0,08;-0,00
2021_05_08 11:11:19;49,92;225,86;0,13;0,00;0,03;49,92;226,92;0,49;0,07;0,01
2021_05_08 11:11:24;49,92;225,72;0,45;0,07;0,03;49,92;226,73;0,51;0,09;-0,00
2021_05_08 11:11:29;49,91;225,85;0,48;0,08;0,01;49,91;226,83;0,52;0,09;0,00
2021_05_08 11:11:34;49,90;225,90;0,52;0,09;-0,00;49,90;226,80;0,53;0,10;0,00
2021_05_08 11:11:39;49,88;225,92;0,54;0,10;0,00;49,88;226,85;0,55;0,11;0,00
2021_05_08 11:11:44;49,91;225,97;0,56;0,11;-0,00;49,91;226,97;0,57;0,11;-0,00
2021_05_08 11:11:49;49,92;226,02;0,57;0,11;0,00;49,92;227,01;0,59;0,12;0,00
2021_05_08 11:11:54;49,91;225,93;0,59;0,12;0,00;49,91;227,01;0,63;0,13;0,00
2021_05_08 11:11:59;49,91;226,15;0,60;0,12;0,01;49,91;227,15;0,64;0,13;0,00
2021_05_08 11:12:04;49,92;225,82;0,66;0,13;0,00;49,92;226,89;0,70;0,14;0,00
2021_05_08 11:12:09;49,93;226,02;0,67;0,13;0,00;49,93;227,04;0,73;0,15;0,00
2021_05_08 11:12:14;49,94;226,04;0,68;0,14;0,01;49,94;227,02;0,78;0,16;0,00
2021_05_08 11:12:19;49,94;226,00;0,72;0,15;0,00;49,94;227,06;0,80;0,16;0,00
2021_05_08 11:12:24;49,92;225,90;0,72;0,15;0,00;49,92;226,98;0,77;0,15;0,01
2021_05_08 11:12:29;49,93;226,00;0,74;0,15;0,00;49,93;227,14;0,89;0,18;0,00
2021_05_08 11:12:34;49,91;225,74;0,77;0,16;0,00;49,91;226,91;0,92;0,19;0,00
2021_05_08 11:12:39;49,89;225,81;0,79;0,16;0,00;49,89;226,88;0,95;0,20;0,00
2021_05_08 11:12:44;49,91;225,88;0,80;0,17;0,00;49,91;226,97;0,98;0,20;0,00
2021_05_08 11:12:49;49,92;225,81;0,80;0,17;0,00;49,91;226,84;0,97;0,20;0,00
2021_05_08 11:12:54;49,90;225,67;0,83;0,17;0,00;49,90;226,78;0,99;0,21;0,00
2021_05_08 11:12:59;49,89;225,82;0,84;0,18;0,00;49,89;226,86;1,03;0,22;0,00
2021_05_08 11:13:04;49,90;225,81;0,87;0,18;0,00;49,90;226,89;1,08;0,23;0,00
2021_05_08 11:13:09;49,91;225,79;0,86;0,18;0,00;49,91;226,88;1,09;0,23;0,00
2021_05_08 11:13:14;49,94;225,83;0,91;0,19;0,00;49,94;226,88;1,14;0,25;0,00
2021_05_08 11:13:19;49,94;225,70;0,93;0,20;0,00;49,94;226,68;1,15;0,25;0,00
2021_05_08 11:13:24;49,93;225,71;0,95;0,20;0,00;49,93;226,74;1,19;0,26;0,00
2021_05_08 11:13:29;49,91;225,77;0,96;0,20;0,00;49,91;226,74;1,21;0,27;-0,00
2021_05_08 11:13:34;49,93;225,76;0,97;0,20;0,00;49,93;226,77;1,22;0,27;0,00
2021_05_08 11:13:39;49,96;226,12;0,99;0,21;0,00;49,96;227,10;1,24;0,27;0,00
2021_05_08 11:13:44;49,94;226,05;0,97;0,20;0,00;49,94;227,03;1,26;0,28;0,00
2021_05_08 11:13:49;49,90;226,15;1,03;0,22;0,00;49,90;227,19;1,34;0,30;0,00
2021_05_08 11:13:54;49,91;226,14;1,05;0,22;0,00;49,91;227,18;1,35;0,30;0,01
2021_05_08 11:13:59;49,93;226,03;1,08;0,23;0,00;49,93;227,10;1,37;0,30;0,01
2021_05_08 11:14:04;49,90;225,90;1,09;0,23;0,00;49,90;227,00;1,41;0,31;0,00
2021_05_08 11:14:09;49,88;226,09;1,09;0,23;0,00;49,88;227,13;1,41;0,31;0,01
2021_05_08 11:14:14;49,91;226,08;1,13;0,24;0,00;49,91;227,14;1,41;0,31;0,01
2021_05_08 11:14:19;49,92;226,11;1,13;0,24;0,00;49,92;227,18;1,42;0,32;0,01
2021_05_08 11:14:24;49,91;225,97;1,16;0,25;0,00;49,91;227,09;1,43;0,32;0,01
2021_05_08 11:14:29;49,90;226,11;1,17;0,25;0,00;49,90;227,22;1,44;0,32;0,01
2021_05_08 11:14:34;49,89;226,13;1,18;0,26;0,00;49,89;227,25;1,46;0,33;0,01
2021_05_08 11:14:39;49,90;226,11;1,18;0,26;0,00;49,90;227,16;1,46;0,33;0,01
2021_05_08 11:14:44;49,91;225,93;1,20;0,26;0,00;49,91;227,05;1,48;0,33;0,01
2021_05_08 11:14:49;49,90;226,04;1,21;0,26;0,00;49,91;227,20;1,49;0,33;0,00
2021_05_08 11:14:54;49,93;226,09;1,22;0,27;0,00;49,93;227,12;1,51;0,34;0,01
2021_05_08 11:14:59;49,93;226,09;1,23;0,27;0,00;49,93;227,18;1,50;0,34;0,01
2021_05_08 11:15:04;49,89;225,99;1,24;0,27;0,00;49,89;227,12;1,52;0,34;0,01
2021_05_08 11:15:09;49,89;226,00;1,25;0,27;0,00;49,89;227,17;1,53;0,34;0,01
2021_05_08 11:15:14;49,88;226,05;1,26;0,28;0,00;49,88;227,21;1,55;0,34;0,01
2021_05_08 11:15:19;49,89;226,17;1,27;0,28;0,00;49,89;227,26;1,56;0,35;0,01
2021_05_08 11:15:24;49,91;226,15;1,28;0,28;0,00;49,91;227,23;1,57;0,35;0,01
2021_05_08 11:15:29;49,91;226,06;1,29;0,28;0,00;49,91;227,16;1,58;0,35;0,01
2021_05_08 11:15:34;49,91;226,01;1,30;0,28;0,00;49,91;227,10;1,61;0,36;0,01
2021_05_08 11:15:39;49,91;226,03;1,31;0,29;0,00;49,91;227,16;1,63;0,36;0,01
2021_05_08 11:15:44;49,92;226,23;1,32;0,29;0,00;49,92;227,32;1,64;0,37;0,00
2021_05_08 11:15:49;49,94;226,07;1,34;0,29;0,00;49,94;227,25;1,66;0,37;0,01
2021_05_08 11:15:54;49,94;226,10;1,34;0,29;0,00;49,94;227,21;1,69;0,38;0,01
2021_05_08 11:15:59;49,92;226,13;1,34;0,29;0,00;49,92;227,28;1,69;0,38;0,00
2021_05_08 11:16:04;49,93;226,24;1,36;0,30;0,00;49,93;227,35;1,74;0,39;0,01
2021_05_08 11:16:09;49,92;225,90;1,36;0,30;0,00;49,92;227,03;1,74;0,39;0,01
2021_05_08 11:16:14;49,89;225,95;1,38;0,30;0,01;49,89;227,11;1,77;0,40;0,01
2021_05_08 11:16:19;49,89;226,03;1,38;0,30;0,00;49,89;227,19;1,78;0,40;0,00
2021_05_08 11:16:24;49,91;226,04;1,40;0,31;0,01;49,91;227,18;1,80;0,40;0,01
2021_05_08 11:16:29;49,89;225,91;1,41;0,31;0,01;49,89;227,08;1,82;0,41;0,01
2021_05_08 11:16:34;49,86;226,03;1,41;0,31;0,01;49,85;227,19;1,83;0,41;0,01
2021_05_08 11:16:39;49,88;226,19;1,42;0,31;0,00;49,88;227,30;1,84;0,41;0,01
2021_05_08 11:16:44;49,92;226,24;1,43;0,32;0,00;49,92;227,27;1,85;0,41;0,01
2021_05_08 11:16:49;49,93;226,09;1,45;0,32;0,00;49,92;227,14;1,82;0,41;0,01
2021_05_08 11:16:54;49,89;226,16;1,44;0,32;0,01;49,89;227,24;1,85;0,41;0,01
2021_05_08 11:16:59;49,90;226,19;1,44;0,32;0,00;49,90;227,29;1,85;0,41;0,01
2021_05_08 11:17:04;49,93;226,18;1,46;0,32;0,01;49,93;227,24;1,86;0,42;0,01
2021_05_08 11:17:09;49,93;226,08;1,46;0,32;0,01;49,93;227,17;1,86;0,42;0,01
2021_05_08 11:17:14;49,91;226,20;1,47;0,33;0,00;49,91;227,30;1,87;0,42;0,00
2021_05_08 11:17:19;49,92;226,34;1,49;0,33;0,01;49,92;227,39;1,88;0,42;0,01
2021_05_08 11:17:24;49,92;226,16;1,31;0,29;0,01;49,92;227,28;1,92;0,43;0,01
2021_05_08 11:17:29;49,89;226,24;1,51;0,34;0,01;49,89;227,29;1,92;0,43;0,01
2021_05_08 11:17:34;49,87;226,35;1,50;0,33;0,00;49,87;227,41;1,94;0,44;0,01
2021_05_08 11:17:39;49,89;226,46;1,52;0,34;0,01;49,89;227,51;1,95;0,44;0,01
2021_05_08 11:17:44;49,91;226,38;1,54;0,34;0,00;49,91;227,43;1,97;0,44;0,01
2021_05_08 11:17:49;49,93;226,33;1,54;0,34;0,01;49,93;226,99;1,95;0,44;0,00
2021_05_08 11:17:54;49,90;226,27;1,54;0,34;0,01;49,90;226,88;1,98;0,44;0,01
2021_05_08 11:17:59;49,88;226,34;1,54;0,34;0,01;49,88;227,30;1,98;0,44;0,00
2021_05_08 11:18:04;49,89;226,31;1,56;0,35;0,01;49,89;227,28;1,98;0,44;0,01
2021_05_08 11:18:09;49,90;226,18;1,57;0,35;0,00;49,90;227,14;1,99;0,45;0,00
2021_05_08 11:18:14;49,92;226,55;1,58;0,35;0,00;49,92;227,51;1,99;0,45;0,01
2021_05_08 11:18:19;49,93;226,28;1,57;0,35;0,00;49,93;227,24;1,99;0,45;0,00
2021_05_08 11:18:24;49,95;226,43;1,60;0,36;0,01;49,95;227,36;1,98;0,44;0,01
2021_05_08 11:18:29;49,96;226,56;1,59;0,35;0,00;49,96;227,50;1,98;0,44;0,01
2021_05_08 11:18:34;49,96;226,32;1,61;0,36;0,00;49,96;227,20;2,00;0,45;0,01
2021_05_08 11:18:39;49,95;226,40;1,62;0,36;0,00;49,95;227,25;2,02;0,45;0,00
2021_05_08 11:18:44;49,94;226,44;1,63;0,36;0,01;49,94;227,31;2,02;0,45;0,01
2021_05_08 11:18:49;49,92;226,23;1,64;0,37;0,01;49,92;227,15;2,04;0,46;0,01
2021_05_08 11:18:54;49,93;226,55;1,63;0,36;0,01;49,92;227,34;2,07;0,46;0,00
2021_05_08 11:18:59;49,95;226,45;1,64;0,37;0,01;49,95;227,29;2,07;0,46;0,01
2021_05_08 11:19:04;49,96;226,48;1,64;0,37;0,01;49,96;227,34;2,09;0,47;0,01
2021_05_08 11:19:09;49,94;226,39;1,66;0,37;0,00;49,94;227,30;2,11;0,47;0,01
2021_05_08 11:19:14;49,90;226,39;1,67;0,37;0,01;49,90;227,30;2,12;0,47;0,01
2021_05_08 11:19:19;49,89;226,38;1,66;0,37;0,01;49,89;227,24;2,13;0,48;0,01
2021_05_08 11:19:24;49,90;226,41;1,68;0,37;0,00;49,90;227,28;2,13;0,48;0,01
2021_05_08 11:19:29;49,91;226,43;1,66;0,37;0,00;49,91;227,29;2,15;0,48;0,01
2021_05_08 11:19:34;49,92;226,48;1,69;0,38;0,00;49,92;227,33;2,16;0,48;0,01
2021_05_08 11:19:39;49,92;226,54;1,69;0,38;0,01;49,92;227,42;2,18;0,49;0,01
2021_05_08 11:19:44;49,96;226,58;1,69;0,38;0,00;49,96;227,45;2,20;0,49;0,00
2021_05_08 11:19:49;49,97;226,47;1,71;0,38;0,00;49,97;227,43;2,45;0,55;0,00
2021_05_08 11:19:54;49,95;226,49;1,72;0,39;0,01;49,95;227,43;2,51;0,56;0,01
2021_05_08 11:19:59;49,95;226,64;1,73;0,39;0,01;49,95;227,58;2,54;0,57;0,00
2021_05_08 11:20:04;49,96;226,42;1,74;0,39;0,01;49,96;227,38;2,57;0,58;0,00
2021_05_08 11:20:09;49,94;226,37;1,75;0,39;0,01;49,94;227,30;2,58;0,58;0,01
2021_05_08 11:20:14;49,93;226,54;1,76;0,39;0,00;49,93;227,46;2,63;0,59;0,00
2021_05_08 11:20:19;49,93;226,55;1,77;0,40;0,01;49,93;227,48;2,65;0,60;0,00
2021_05_08 11:20:24;49,95;226,73;1,78;0,40;0,00;49,95;227,67;2,70;0,61;0,00
2021_05_08 11:20:29;49,96;226,55;1,78;0,40;0,00;49,96;227,51;2,75;0,62;0,00
2021_05_08 11:20:34;49,95;226,55;1,81;0,41;0,00;49,95;227,49;2,77;0,62;0,00
2021_05_08 11:20:39;49,94;226,56;1,82;0,41;0,01;49,94;227,53;2,78;0,63;0,01
2021_05_08 11:20:44;49,93;226,66;1,83;0,41;0,00;49,93;227,61;2,84;0,64;0,00
2021_05_08 11:20:49;49,94;226,64;1,82;0,41;0,00;49,94;227,60;2,83;0,64;0,00
2021_05_08 11:20:54;49,93;226,69;1,85;0,41;0,00;49,93;227,60;2,84;0,64;0,00
2021_05_08 11:20:59;49,94;226,66;1,84;0,41;0,01;49,94;227,64;2,91;0,66;0,00
2021_05_08 11:21:04;49,95;226,79;1,87;0,42;0,00;49,95;227,76;2,92;0,66;0,00
2021_05_08 11:21:09;49,97;226,73;1,86;0,42;0,00;49,97;227,72;2,95;0,67;0,00
2021_05_08 11:21:14;49,94;226,59;1,89;0,42;0,00;49,94;227,59;2,98;0,67;0,00
2021_05_08 11:21:19;49,95;226,79;1,87;0,42;0,01;49,95;227,73;2,91;0,66;0,01
2021_05_08 11:21:24;49,94;226,55;1,91;0,43;0,00;49,94;227,60;2,92;0,66;0,00
2021_05_08 11:21:29;49,93;226,63;1,91;0,43;0,00;49,93;227,62;3,01;0,68;0,00
2021_05_08 11:21:34;49,93;226,68;1,92;0,43;0,01;49,93;227,64;3,09;0,70;0,00
2021_05_08 11:21:39;49,92;224,89;1,94;0,43;0,00;49,92;226,16;3,17;0,71;0,01
2021_05_08 11:21:44;49,92;225,27;1,97;0,44;0,00;49,92;226,51;3,21;0,72;0,00
2021_05_08 11:21:49;49,93;225,21;1,96;0,44;0,00;49,93;226,38;3,19;0,72;0,00
2021_05_08 11:21:54;49,92;225,42;1,98;0,44;0,00;49,92;226,60;3,20;0,72;0,00
2021_05_08 11:21:59;49,94;225,25;1,98;0,44;0,00;49,94;226,44;3,31;0,74;0,00
2021_05_08 11:22:04;49,98;225,34;1,99;0,45;0,01;49,98;226,54;3,36;0,76;0,01
2021_05_08 11:22:09;49,98;225,22;1,99;0,45;0,00;49,98;226,40;3,37;0,76;0,01
2021_05_08 11:22:14;49,95;225,21;2,00;0,45;0,00;49,95;226,39;3,39;0,76;0,01
2021_05_08 11:22:19;49,94;225,31;2,00;0,45;0,00;49,94;226,52;3,37;0,76;0,01
2021_05_08 11:22:24;49,95;225,02;2,02;0,45;0,01;49,95;226,22;3,39;0,76;0,01
2021_05_08 11:22:29;49,94;225,11;2,04;0,46;0,01;49,94;226,32;3,43;0,77;0,00
2021_05_08 11:22:34;49,93;225,53;2,04;0,46;0,00;49,93;226,64;3,43;0,77;0,00
2021_05_08 11:22:39;49,93;225,37;2,06;0,46;0,00;49,93;226,46;3,51;0,79;0,00
2021_05_08 11:22:44;49,93;225,37;2,04;0,46;0,00;49,93;226,52;3,55;0,80;0,00
2021_05_08 11:22:49;49,95;225,44;2,06;0,46;0,00;49,95;226,57;3,55;0,80;0,01
2021_05_08 11:22:54;49,95;225,49;2,08;0,47;0,01;49,95;226,70;3,58;0,81;0,00
2021_05_08 11:22:59;49,95;225,31;2,09;0,47;0,00;49,95;226,51;3,63;0,82;-0,00
2021_05_08 11:23:04;49,92;225,33;2,10;0,47;0,00;49,92;226,58;3,67;0,83;0,00
2021_05_08 11:23:09;49,91;225,39;2,09;0,47;0,00;49,91;226,67;3,76;0,85;0,00
2021_05_08 11:23:14;49,95;225,55;2,11;0,47;0,00;49,95;226,83;3,84;0,87;-0,01
2021_05_08 11:23:19;49,98;225,40;2,12;0,47;0,01;49,98;226,73;3,87;0,87;0,00
2021_05_08 11:23:24;49,99;225,56;2,13;0,48;0,01;49,99;226,81;3,89;0,88;0,00
2021_05_08 11:23:29;49,97;225,51;2,12;0,47;0,00;49,97;226,75;3,91;0,88;0,00
2021_05_08 11:23:34;49,96;225,57;2,13;0,48;0,00;49,96;226,84;3,92;0,89;0,00
2021_05_08 11:23:39;49,97;225,71;2,15;0,48;0,00;49,97;226,96;3,94;0,89;0,00
2021_05_08 11:23:44;49,99;225,59;2,15;0,48;0,00;49,99;226,82;3,96;0,90;0,00
2021_05_08 11:23:49;49,99;225,64;2,16;0,48;0,00;49,99;226,91;3,96;0,90;0,00
2021_05_08 11:23:54;49,98;225,53;2,16;0,48;0,00;49,98;226,81;3,98;0,90;0,00
2021_05_08 11:23:59;49,97;225,52;2,17;0,48;0,01;49,97;226,82;4,00;0,90;0,01
2021_05_08 11:24:04;49,94;225,59;2,18;0,49;0,01;49,94;226,92;4,00;0,91;0,01
2021_05_08 11:24:09;49,93;225,71;2,19;0,49;0,00;49,93;226,99;4,03;0,91;0,00
2021_05_08 11:24:14;49,95;225,80;2,20;0,49;0,00;49,95;226,98;4,04;0,92;0,00
2021_05_08 11:24:19;49,96;225,85;2,20;0,49;0,00;49,96;227,00;4,05;0,92;-0,00
2021_05_08 11:24:24;49,96;225,87;2,22;0,50;0,00;49,96;227,03;4,08;0,92;0,00
2021_05_08 11:24:29;49,98;225,82;2,23;0,50;0,01;49,98;227,03;4,10;0,93;0,01
2021_05_08 11:24:34;49,98;225,82;2,24;0,50;0,00;49,98;227,04;4,11;0,93;0,00
2021_05_08 11:24:39;49,98;225,82;2,25;0,50;0,00;49,98;227,03;4,13;0,94;0,01
2021_05_08 11:24:44;49,96;221,60;2,40;0,52;0,01;49,96;223,08;4,33;0,96;0,00
2021_05_08 11:24:49;49,97;224,30;2,28;0,51;0,00;49,97;225,68;4,20;0,94;0,00
2021_05_08 11:24:54;49,96;224,21;2,29;0,51;0,01;49,96;225,53;4,21;0,95;-0,00
2021_05_08 11:24:59;49,96;224,32;2,29;0,51;0,00;49,96;225,70;4,22;0,95;0,00
2021_05_08 11:25:04;49,98;224,16;2,31;0,52;0,00;49,98;225,58;4,24;0,95;0,01
2021_05_08 11:25:09;49,99;224,20;2,32;0,52;0,00;49,99;225,61;4,26;0,96;0,00
2021_05_08 11:25:14;50,02;224,27;2,32;0,52;0,01;50,02;225,67;4,29;0,97;0,00
2021_05_08 11:25:19;50,03;224,20;2,33;0,52;0,00;50,03;225,75;4,35;0,98;0,00
2021_05_08 11:25:24;50,04;224,19;2,33;0,52;0,00;50,04;225,65;4,41;0,99;0,00
2021_05_08 11:25:29;50,03;224,30;2,34;0,52;0,00;50,03;225,76;4,43;1,00;0,00
2021_05_08 11:25:34;50,01;224,23;2,35;0,52;0,00;50,01;225,73;4,52;1,02;0,00
2021_05_08 11:25:39;50,01;224,14;2,36;0,53;0,00;50,01;225,58;4,52;1,02;0,01
2021_05_08 11:25:44;50,01;224,32;2,36;0,53;0,00;50,01;225,80;4,54;1,02;0,00
2021_05_08 11:25:49;50,01;224,15;2,37;0,53;0,00;50,01;225,61;4,55;1,02;0,00
2021_05_08 11:25:54;49,99;224,21;2,38;0,53;0,00;49,99;225,65;4,57;1,03;0,00
2021_05_08 11:25:59;49,99;224,26;2,38;0,53;0,00;49,99;225,75;4,57;1,03;0,00
2021_05_08 11:26:04;49,98;224,05;2,39;0,53;0,00;49,98;225,54;4,60;1,04;0,01
2021_05_08 11:26:09;49,97;224,12;2,41;0,54;0,00;49,97;225,59;4,60;1,04;0,00
2021_05_08 11:26:14;49,95;224,12;2,41;0,54;0,00;49,95;225,59;4,63;1,04;0,00
2021_05_08 11:26:19;49,96;224,16;2,42;0,54;0,01;49,96;225,71;4,63;1,04;0,00
2021_05_08 11:26:24;49,99;224,14;2,43;0,54;0,00;49,99;225,57;4,66;1,05;0,00
2021_05_08 11:26:29;50,00;224,20;2,43;0,54;0,00;50,00;225,67;4,67;1,05;0,00
