TimeStamp;FrequencyInvert3(Hz);VoltageInvert3(V);CurrentInvert3(A);ActivePowerInvert3(W);ReactivePowerInvert3(VAr);FrequencyInvert4(Hz);VoltageInvert4(V);CurrentInvert4(A);ActivePowerInvert4(W);ReactivePowerInvert4(VAr);FrequencyInvert5(Hz);VoltageInvert5(V);CurrentInvert5(A);ActivePowerInvert5(W);ReactivePowerInvert5(VAr);FrequencyInvert6(Hz);VoltageInvert6(V);CurrentInvert6(A);ActivePowerInvert6(W);ReactivePowerInvert6(VAr)
2021_05_08 02:34:39;50,05;223,32;0,13;-0,00;0,03;50,05;224,12;0,13;-0,00;0,03;50,05;224,28;0,13;-0,00;0,03;50,05;223,30;0,13;-0,00;0,03
2021_05_08 02:34:44;50,06;223,22;0,13;-0,00;0,03;50,06;224,03;0,13;-0,00;0,03;50,06;224,17;0,13;-0,00;0,03;50,05;223,24;0,13;-0,00;0,03
2021_05_08 02:34:49;50,06;223,27;0,13;-0,00;0,03;50,07;224,10;0,13;-0,00;0,03;50,06;224,23;0,13;-0,00;0,03;50,06;223,28;0,13;-0,00;0,03
2021_05_08 02:34:54;50,08;223,33;0,13;-0,00;0,03;50,08;224,12;0,13;-0,00;0,03;50,08;224,21;0,13;-0,00;0,03;50,08;223,26;0,13;-0,00;0,03
2021_05_08 02:34:59;50,09;223,23;0,13;-0,00;0,03;50,09;224,09;0,13;-0,00;0,03;50,09;224,20;0,13;-0,00;0,03;50,09;223,24;0,13;-0,00;0,03
2021_05_08 02:35:04;50,08;223,24;0,13;-0,00;0,03;50,08;224,08;0,13;-0,00;0,03;50,08;224,19;0,13;-0,00;0,03;50,08;223,22;0,13;-0,00;0,03
2021_05_08 02:35:09;50,08;223,36;0,13;-0,00;0,03;50,08;224,20;0,13;-0,00;0,03;50,08;224,28;0,13;-0,00;0,03;50,08;223,29;0,13;-0,00;0,03
2021_05_08 02:35:14;50,07;223,35;0,13;-0,00;0,03;50,07;224,20;0,13;-0,00;0,03;50,07;224,33;0,13;-0,00;0,03;50,07;223,36;0,13;-0,00;0,03
2021_05_08 02:35:19;50,06;223,29;0,13;-0,00;0,03;50,06;224,13;0,13;-0,00;0,03;50,06;224,25;0,13;-0,00;0,03;50,06;223,29;0,13;-0,00;0,03
2021_05_08 02:35:24;50,06;223,44;0,13;-0,00;0,03;50,06;224,26;0,13;-0,00;0,03;50,06;224,38;0,13;-0,00;0,03;50,06;223,44;0,13;-0,00;0,03
2021_05_08 02:35:29;50,08;223,32;0,13;-0,00;0,03;50,08;224,05;0,13;-0,00;0,03;50,08;224,26;0,13;-0,00;0,03;50,08;223,32;0,13;-0,00;0,03
2021_05_08 02:35:34;50,07;223,35;0,13;-0,00;0,03;50,06;224,08;0,13;-0,00;0,03;50,06;224,29;0,13;-0,00;0,03;50,06;223,34;0,13;-0,00;0,03
2021_05_08 02:35:39;50,06;223,33;0,13;-0,00;0,03;50,06;224,16;0,13;-0,00;0,03;50,05;224,37;0,13;-0,00;0,03;50,05;223,40;0,13;-0,00;0,03
2021_05_08 02:35:44;50,03;223,26;0,13;-0,00;0,03;50,03;223,98;0,13;-0,00;0,03;50,03;224,18;0,13;-0,00;0,03;50,03;223,24;0,13;-0,00;0,03
2021_05_08 02:35:49;50,02;223,22;0,13;-0,00;0,03;50,01;223,94;0,13;-0,00;0,03;50,01;224,18;0,13;-0,00;0,03;50,01;223,23;0,13;-0,00;0,03
2021_05_08 02:35:54;50,00;223,30;0,13;-0,00;0,03;50,00;224,04;0,13;-0,00;0,03;50,00;224,25;0,13;-0,00;0,03;50,00;223,30;0,13;-0,00;0,03
2021_05_08 02:35:59;50,00;223,26;0,13;-0,00;0,03;50,01;224,01;0,13;-0,00;0,03;50,01;224,24;0,13;-0,00;0,03;50,01;223,29;0,13;-0,00;0,03
2021_05_08 02:36:04;50,02;223,22;0,13;-0,00;0,03;50,02;224,03;0,13;-0,00;0,03;50,02;224,22;0,13;-0,00;0,03;50,02;223,29;0,13;-0,00;0,03
2021_05_08 02:36:09;50,02;223,41;0,13;-0,00;0,03;50,02;224,12;0,13;-0,00;0,03;50,02;224,31;0,13;-0,00;0,03;50,02;223,38;0,13;-0,00;0,03
2021_05_08 02:36:14;50,02;223,27;0,13;-0,00;0,03;50,02;223,98;0,13;-0,00;0,03;50,02;224,12;0,13;-0,00;0,03;50,02;223,21;0,13;-0,00;0,03
2021_05_08 02:36:19;50,00;223,24;0,13;-0,00;0,03;50,00;223,98;0,13;-0,00;0,03;50,00;224,18;0,13;-0,00;0,03;50,00;223,24;0,13;-0,00;0,03
2021_05_08 02:36:24;49,98;223,19;0,13;-0,00;0,03;49,98;223,99;0,13;-0,00;0,03;49,98;224,16;0,13;-0,00;0,03;49,98;223,20;0,13;-0,00;0,03
2021_05_08 02:36:29;49,96;223,14;0,13;-0,00;0,03;49,96;224,00;0,13;-0,00;0,03;49,96;224,19;0,13;-0,00;0,03;49,96;223,20;0,13;-0,00;0,03
2021_05_08 02:36:34;49,95;223,17;0,13;-0,00;0,03;49,95;223,91;0,13;-0,00;0,03;49,95;224,12;0,13;-0,00;0,03;49,95;223,14;0,13;-0,00;0,03
2021_05_08 02:36:39;49,96;223,17;0,13;-0,00;0,03;49,96;223,95;0,13;-0,00;0,03;49,96;224,14;0,13;-0,00;0,03;49,96;223,16;0,13;-0,00;0,03
2021_05_08 02:36:44;49,96;223,25;0,13;-0,00;0,03;49,96;224,08;0,13;-0,00;0,03;49,96;224,26;0,13;-0,00;0,03;49,96;223,30;0,13;-0,00;0,03
2021_05_08 02:36:49;49,97;223,21;0,13;-0,00;0,03;49,97;223,96;0,13;-0,00;0,03;49,97;224,13;0,13;-0,00;0,03;49,97;223,15;0,13;-0,00;0,03
2021_05_08 02:36:54;50,00;223,12;0,13;-0,00;0,03;50,00;223,95;0,13;-0,00;0,03;50,00;224,08;0,13;-0,00;0,03;50,00;223,16;0,13;-0,00;0,03
2021_05_08 02:36:59;50,02;223,25;0,13;-0,00;0,03;50,02;224,04;0,13;-0,00;0,03;50,02;224,21;0,13;-0,00;0,03;50,02;223,24;0,13;-0,00;0,03
2021_05_08 02:37:04;50,04;223,16;0,13;-0,00;0,03;50,04;223,95;0,13;-0,00;0,03;50,04;224,10;0,13;-0,00;0,03;50,04;223,16;0,13;-0,00;0,03
2021_05_08 02:37:09;50,04;223,20;0,13;-0,00;0,03;50,04;223,92;0,13;-0,00;0,03;50,04;224,12;0,13;-0,00;0,03;50,04;223,16;0,13;-0,00;0,03
2021_05_08 02:37:14;50,01;223,10;0,13;-0,00;0,03;50,01;223,84;0,13;-0,00;0,03;50,01;224,02;0,13;-0,00;0,03;50,01;223,07;0,13;-0,00;0,03
2021_05_08 02:37:19;50,00;223,26;0,13;-0,00;0,03;50,00;224,00;0,13;-0,00;0,03;50,00;224,14;0,13;-0,00;0,03;50,00;223,24;0,13;-0,00;0,03
2021_05_08 02:37:24;50,02;223,37;0,13;-0,00;0,03;50,02;223,98;0,13;-0,00;0,03;50,02;224,12;0,13;-0,00;0,03;50,02;223,21;0,13;-0,00;0,03
2021_05_08 02:37:29;50,04;223,18;0,13;-0,00;0,03;50,04;224,04;0,13;-0,00;0,03;50,04;224,17;0,13;-0,00;0,03;50,04;223,22;0,13;-0,00;0,03
2021_05_08 02:37:34;50,06;223,29;0,13;-0,00;0,03;50,06;224,07;0,13;-0,00;0,03;50,05;224,22;0,13;-0,00;0,03;50,05;223,29;0,13;-0,00;0,03
2021_05_08 02:37:39;50,05;223,25;0,13;-0,00;0,03;50,05;224,01;0,13;-0,00;0,03;50,05;224,20;0,13;-0,00;0,03;50,05;223,25;0,13;-0,00;0,03
2021_05_08 02:37:44;50,05;223,17;0,13;-0,00;0,03;50,05;223,93;0,13;-0,00;0,03;50,05;224,13;0,13;-0,00;0,03;50,05;223,17;0,13;-0,00;0,03
2021_05_08 02:37:49;50,03;223,12;0,13;-0,00;0,03;50,03;223,87;0,13;-0,00;0,03;50,03;224,04;0,13;-0,00;0,03;50,03;223,12;0,13;-0,00;0,03
2021_05_08 02:37:54;50,06;223,17;0,13;-0,00;0,03;50,06;224,49;0,13;-0,00;0,03;50,06;224,26;0,13;-0,00;0,03;50,06;223,17;0,13;-0,00;0,03
2021_05_08 02:37:59;50,08;223,14;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,18;0,13;-0,00;0,03;50,08;223,14;0,13;-0,00;0,03
2021_05_08 02:38:04;50,06;222,96;0,13;-0,00;0,03;50,06;224,30;0,13;-0,00;0,03;50,06;224,04;0,13;-0,00;0,03;50,06;222,96;0,13;-0,00;0,03
2021_05_08 02:38:09;50,04;223,09;0,13;-0,00;0,03;50,04;224,42;0,13;-0,00;0,03;50,04;224,18;0,13;-0,00;0,03;50,04;223,09;0,13;-0,00;0,03
2021_05_08 02:38:14;50,04;222,87;0,13;-0,00;0,03;50,04;224,38;0,13;-0,00;0,03;50,05;224,18;0,13;-0,00;0,03;50,05;222,85;0,13;-0,00;0,03
2021_05_08 02:38:19;50,05;222,87;0,13;-0,00;0,03;50,05;224,36;0,13;-0,00;0,03;50,05;224,23;0,13;-0,00;0,03;50,05;222,87;0,13;-0,00;0,03
2021_05_08 02:38:24;50,05;222,84;0,13;-0,00;0,03;50,05;224,33;0,13;-0,00;0,03;50,05;224,19;0,13;-0,00;0,03;50,05;222,84;0,13;-0,00;0,03
2021_05_08 02:38:29;50,03;222,95;0,13;-0,00;0,03;50,03;224,42;0,13;-0,00;0,03;50,03;224,25;0,13;-0,00;0,03;50,03;223,01;0,13;-0,00;0,03
2021_05_08 02:38:34;50,04;222,93;0,13;-0,00;0,03;50,04;224,40;0,13;-0,00;0,03;50,04;224,24;0,13;-0,00;0,03;50,04;222,92;0,13;-0,00;0,03
2021_05_08 02:38:39;50,03;222,86;0,13;-0,00;0,03;50,03;224,37;0,13;-0,00;0,03;50,03;224,19;0,13;-0,00;0,03;50,03;222,82;0,13;-0,00;0,03
2021_05_08 02:38:44;50,04;222,95;0,13;-0,00;0,03;50,04;224,47;0,13;-0,00;0,03;50,04;224,31;0,13;-0,00;0,03;50,05;222,96;0,13;-0,00;0,03
2021_05_08 02:38:49;50,04;222,97;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03;50,04;224,30;0,13;-0,00;0,03;50,04;222,96;0,13;-0,00;0,03
2021_05_08 02:38:54;50,04;222,83;0,13;-0,00;0,03;50,04;224,34;0,13;-0,00;0,03;50,04;224,17;0,13;-0,00;0,03;50,04;222,87;0,13;-0,00;0,03
2021_05_08 02:38:59;50,03;222,92;0,13;-0,00;0,03;50,03;224,41;0,13;-0,00;0,03;50,03;224,25;0,13;-0,00;0,03;50,03;222,90;0,13;-0,00;0,03
2021_05_08 02:39:04;50,05;222,94;0,13;-0,00;0,03;50,05;224,43;0,13;-0,00;0,03;50,05;224,25;0,13;-0,00;0,03;50,05;222,89;0,13;-0,00;0,03
2021_05_08 02:39:09;50,06;222,92;0,13;-0,00;0,03;50,06;224,40;0,13;-0,00;0,03;50,06;224,22;0,13;-0,00;0,03;50,05;222,91;0,13;-0,00;0,03
2021_05_08 02:39:14;50,06;222,77;0,13;-0,00;0,03;50,06;224,26;0,13;-0,00;0,03;50,06;224,06;0,13;-0,00;0,03;50,07;222,84;0,13;-0,00;0,03
2021_05_08 02:39:19;50,07;222,83;0,13;-0,00;0,03;50,07;224,34;0,13;-0,00;0,03;50,07;224,07;0,13;-0,00;0,03;50,07;222,88;0,13;-0,00;0,03
2021_05_08 02:39:24;50,06;222,91;0,13;-0,00;0,03;50,06;224,04;0,13;-0,00;0,03;50,06;224,13;0,13;-0,00;0,03;50,06;222,97;0,13;-0,00;0,03
2021_05_08 02:39:29;50,07;222,88;0,13;-0,00;0,03;50,07;224,38;0,13;-0,00;0,03;50,07;224,18;0,13;-0,00;0,03;50,07;222,86;0,13;-0,00;0,03
2021_05_08 02:39:34;50,07;222,95;0,13;-0,00;0,03;50,07;224,43;0,13;-0,00;0,03;50,06;224,26;0,13;-0,00;0,03;50,06;222,93;0,13;-0,00;0,03
2021_05_08 02:39:39;50,05;222,87;0,13;-0,00;0,03;50,05;224,33;0,13;-0,00;0,03;50,05;224,22;0,13;-0,00;0,03;50,05;222,93;0,13;-0,00;0,03
2021_05_08 02:39:44;50,05;222,97;0,13;-0,00;0,03;50,05;224,46;0,13;-0,00;0,03;50,05;224,35;0,13;-0,00;0,03;50,05;223,00;0,13;-0,00;0,03
2021_05_08 02:39:49;50,06;222,89;0,13;-0,00;0,03;50,06;224,37;0,13;-0,00;0,03;50,06;224,17;0,13;-0,00;0,03;50,06;222,88;0,13;-0,00;0,03
2021_05_08 02:39:54;50,05;222,83;0,13;-0,00;0,03;50,05;224,31;0,13;-0,00;0,03;50,05;224,07;0,13;-0,00;0,03;50,05;222,78;0,13;-0,00;0,03
2021_05_08 02:39:59;50,04;222,99;0,13;-0,00;0,03;50,04;224,47;0,13;-0,00;0,03;50,04;224,30;0,13;-0,00;0,03;50,04;222,97;0,13;-0,00;0,03
2021_05_08 02:40:04;50,06;223,00;0,13;-0,00;0,03;50,06;224,51;0,13;-0,00;0,03;50,06;224,35;0,13;-0,00;0,03;50,06;223,01;0,13;-0,00;0,03
2021_05_08 02:40:09;50,07;222,88;0,13;-0,00;0,03;50,07;224,28;0,13;-0,00;0,03;50,07;224,15;0,13;-0,00;0,03;50,07;222,82;0,13;-0,00;0,03
2021_05_08 02:40:14;50,06;223,01;0,13;-0,00;0,03;50,06;224,49;0,13;-0,00;0,03;50,06;224,32;0,13;-0,00;0,03;50,06;223,04;0,13;-0,00;0,03
2021_05_08 02:40:19;50,06;222,98;0,13;-0,00;0,03;50,06;224,43;0,13;-0,00;0,03;50,06;224,22;0,13;-0,00;0,03;50,06;222,97;0,13;-0,00;0,03
2021_05_08 02:40:24;50,05;222,99;0,13;-0,00;0,03;50,05;224,46;0,13;-0,00;0,03;50,05;224,29;0,13;-0,00;0,03;50,05;223,00;0,13;-0,00;0,03
2021_05_08 02:40:29;50,04;222,94;0,13;-0,00;0,03;50,04;224,42;0,13;-0,00;0,03;50,04;224,23;0,13;-0,00;0,03;50,04;222,94;0,13;-0,00;0,03
2021_05_08 02:40:34;50,04;222,81;0,13;-0,00;0,03;50,04;224,32;0,13;-0,00;0,03;50,04;224,14;0,13;-0,00;0,03;50,04;222,82;0,13;-0,00;0,03
2021_05_08 02:40:39;50,05;223,00;0,13;-0,00;0,03;50,05;224,39;0,13;-0,00;0,03;50,05;224,26;0,13;-0,00;0,03;50,05;222,93;0,13;-0,00;0,03
2021_05_08 02:40:44;50,05;222,92;0,13;-0,00;0,03;50,05;224,41;0,13;-0,00;0,03;50,05;224,22;0,13;-0,00;0,03;50,05;222,92;0,13;-0,00;0,03
2021_05_08 02:40:49;50,05;222,96;0,13;-0,00;0,03;50,05;224,42;0,13;-0,00;0,03;50,05;224,24;0,13;-0,00;0,03;50,05;222,96;0,13;-0,00;0,03
2021_05_08 02:40:54;50,07;223,01;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,31;0,13;-0,00;0,03;50,07;223,01;0,13;-0,00;0,03
2021_05_08 02:40:59;50,08;223,05;0,13;-0,00;0,03;50,08;224,50;0,13;-0,00;0,03;50,08;224,31;0,13;-0,00;0,03;50,08;223,05;0,13;-0,00;0,03
2021_05_08 02:41:04;50,08;223,07;0,13;-0,00;0,03;50,08;224,52;0,13;-0,00;0,03;50,08;224,32;0,13;-0,00;0,03;50,08;223,08;0,13;-0,00;0,03
2021_05_08 02:41:09;50,06;222,94;0,13;-0,00;0,03;50,06;224,43;0,13;-0,00;0,03;50,06;224,23;0,13;-0,00;0,03;50,06;222,94;0,13;-0,00;0,03
2021_05_08 02:41:14;50,05;222,86;0,13;-0,00;0,03;50,05;224,37;0,13;-0,00;0,03;50,05;224,17;0,13;-0,00;0,03;50,05;222,86;0,13;-0,00;0,03
2021_05_08 02:41:19;50,05;223,00;0,13;-0,00;0,03;50,05;224,46;0,13;-0,00;0,03;50,05;224,31;0,13;-0,00;0,03;50,05;223,00;0,13;-0,00;0,03
2021_05_08 02:41:24;50,04;222,94;0,13;-0,00;0,03;50,04;224,42;0,13;-0,00;0,03;50,04;224,29;0,13;-0,00;0,03;50,04;222,99;0,13;-0,00;0,03
2021_05_08 02:41:29;50,05;222,96;0,13;-0,00;0,03;50,05;224,40;0,13;-0,00;0,03;50,05;224,24;0,13;-0,00;0,03;50,05;222,96;0,13;-0,00;0,03
2021_05_08 02:41:34;50,07;223,12;0,13;-0,00;0,03;50,07;224,56;0,13;-0,00;0,03;50,07;224,39;0,13;-0,00;0,03;50,06;223,10;0,13;-0,00;0,03
2021_05_08 02:41:39;50,09;223,06;0,13;-0,00;0,03;50,09;224,54;0,13;-0,00;0,03;50,09;224,34;0,13;-0,00;0,03;50,09;223,03;0,13;-0,00;0,03
2021_05_08 02:41:44;50,09;222,90;0,13;-0,00;0,03;50,09;224,36;0,13;-0,00;0,03;50,09;224,18;0,13;-0,00;0,03;50,08;222,87;0,13;-0,00;0,03
2021_05_08 02:41:49;50,07;222,95;0,13;-0,00;0,03;50,07;224,44;0,13;-0,00;0,03;50,07;224,26;0,13;-0,00;0,03;50,07;222,97;0,13;-0,00;0,03
2021_05_08 02:41:54;50,08;222,95;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,25;0,13;-0,00;0,03;50,08;222,96;0,13;-0,00;0,03
2021_05_08 02:41:59;50,08;222,87;0,13;-0,00;0,03;50,08;224,31;0,13;-0,00;0,03;50,08;224,20;0,13;-0,00;0,03;50,08;222,87;0,13;-0,00;0,03
2021_05_08 02:42:04;50,08;222,86;0,13;-0,00;0,03;50,08;224,29;0,13;-0,00;0,03;50,07;224,10;0,13;-0,00;0,03;50,07;222,80;0,13;-0,00;0,03
2021_05_08 02:42:09;50,06;222,60;0,13;-0,00;0,03;50,06;224,07;0,13;-0,00;0,03;50,06;223,92;0,13;-0,00;0,03;50,06;222,59;0,13;-0,00;0,03
2021_05_08 02:42:14;50,05;222,88;0,13;-0,00;0,03;50,05;224,36;0,13;-0,00;0,03;50,05;224,21;0,13;-0,00;0,03;50,05;222,89;0,13;-0,00;0,03
2021_05_08 02:42:19;50,06;222,85;0,13;-0,00;0,03;50,06;224,34;0,13;-0,00;0,03;50,06;224,14;0,13;-0,00;0,03;50,06;222,82;0,13;-0,00;0,03
2021_05_08 02:42:24;50,08;222,87;0,13;-0,00;0,03;50,08;224,36;0,13;-0,00;0,03;50,08;224,15;0,13;-0,00;0,03;50,08;222,85;0,13;-0,00;0,03
2021_05_08 02:42:29;50,09;222,85;0,13;-0,00;0,03;50,09;224,29;0,13;-0,00;0,03;50,09;224,11;0,13;-0,00;0,03;50,09;222,80;0,13;-0,00;0,03
2021_05_08 02:42:34;50,08;222,77;0,13;-0,00;0,03;50,08;224,21;0,13;-0,00;0,03;50,08;224,07;0,13;-0,00;0,03;50,08;222,76;0,13;-0,00;0,03
2021_05_08 02:42:39;50,07;223,05;0,13;-0,00;0,03;50,07;224,51;0,13;-0,00;0,03;50,07;224,34;0,13;-0,00;0,03;50,07;223,05;0,13;-0,00;0,03
2021_05_08 02:42:44;50,07;222,78;0,13;-0,00;0,03;50,07;224,30;0,13;-0,00;0,03;50,06;224,05;0,13;-0,00;0,03;50,06;222,74;0,13;-0,00;0,03
2021_05_08 02:42:49;50,05;222,74;0,13;-0,00;0,03;50,05;224,29;0,13;-0,00;0,03;50,05;224,02;0,13;-0,00;0,03;50,05;222,70;0,13;-0,00;0,03
2021_05_08 02:42:54;50,05;222,82;0,13;-0,00;0,03;50,05;224,40;0,13;-0,00;0,03;50,05;224,13;0,13;-0,00;0,03;50,05;222,82;0,13;-0,00;0,03
2021_05_08 02:42:59;50,07;222,68;0,13;-0,00;0,03;50,07;224,28;0,13;-0,00;0,03;50,07;224,03;0,13;-0,00;0,03;50,07;222,68;0,13;-0,00;0,03
2021_05_08 02:43:04;50,06;222,79;0,13;-0,00;0,03;50,07;224,47;0,13;-0,00;0,03;50,07;224,19;0,13;-0,00;0,03;50,07;222,86;0,13;-0,00;0,03
2021_05_08 02:43:09;50,07;222,87;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,22;0,13;-0,00;0,03;50,07;222,87;0,13;-0,00;0,03
2021_05_08 02:43:14;50,08;222,82;0,13;-0,00;0,03;50,08;224,41;0,13;-0,00;0,03;50,08;224,16;0,13;-0,00;0,03;50,08;222,82;0,13;-0,00;0,03
2021_05_08 02:43:19;50,06;222,73;0,13;-0,00;0,03;50,06;224,31;0,13;-0,00;0,03;50,06;224,04;0,13;-0,00;0,03;50,06;222,73;0,13;-0,00;0,03
2021_05_08 02:43:24;50,05;222,80;0,13;-0,00;0,03;50,05;224,34;0,13;-0,00;0,03;50,05;224,10;0,13;-0,00;0,03;50,05;222,80;0,13;-0,00;0,03
2021_05_08 02:43:29;50,07;222,70;0,13;-0,00;0,03;50,07;224,26;0,13;-0,00;0,03;50,06;224,01;0,13;-0,00;0,03;50,06;222,70;0,13;-0,00;0,03
2021_05_08 02:43:34;50,05;222,77;0,13;-0,00;0,03;50,05;224,34;0,13;-0,00;0,03;50,05;224,09;0,13;-0,00;0,03;50,05;222,77;0,13;-0,00;0,03
2021_05_08 02:43:39;50,06;222,86;0,13;-0,00;0,03;50,06;224,41;0,13;-0,00;0,03;50,06;224,19;0,13;-0,00;0,03;50,06;222,86;0,13;-0,00;0,03
2021_05_08 02:43:44;50,07;222,75;0,13;-0,00;0,03;50,07;224,30;0,13;-0,00;0,03;50,07;224,09;0,13;-0,00;0,03;50,07;222,75;0,13;-0,00;0,03
2021_05_08 02:43:49;50,06;222,82;0,13;-0,00;0,03;50,06;224,36;0,13;-0,00;0,03;50,06;224,12;0,13;-0,00;0,03;50,06;222,82;0,13;-0,00;0,03
2021_05_08 02:43:54;50,05;222,83;0,13;-0,00;0,03;50,05;224,39;0,13;-0,00;0,03;50,05;224,12;0,13;-0,00;0,03;50,05;222,79;0,13;-0,00;0,03
2021_05_08 02:43:59;50,05;222,81;0,13;-0,00;0,03;50,05;224,38;0,13;-0,00;0,03;50,05;224,13;0,13;-0,00;0,03;50,05;222,77;0,13;-0,00;0,03
2021_05_08 02:44:04;50,07;222,86;0,13;-0,00;0,03;50,07;224,43;0,13;-0,00;0,03;50,06;224,18;0,13;-0,00;0,03;50,07;222,88;0,13;-0,00;0,03
2021_05_08 02:44:09;50,08;222,77;0,13;-0,00;0,03;50,08;224,36;0,13;-0,00;0,03;50,08;224,13;0,13;-0,00;0,03;50,08;222,78;0,13;-0,00;0,03
2021_05_08 02:44:14;50,08;222,78;0,13;-0,00;0,03;50,08;224,37;0,13;-0,00;0,03;50,08;224,13;0,13;-0,00;0,03;50,08;222,76;0,13;-0,00;0,03
2021_05_08 02:44:19;50,09;222,95;0,13;-0,00;0,03;50,09;224,50;0,13;-0,00;0,03;50,09;224,27;0,13;-0,00;0,03;50,09;222,96;0,13;-0,00;0,03
2021_05_08 02:44:24;50,07;222,83;0,13;-0,00;0,03;50,07;224,37;0,13;-0,00;0,03;50,07;224,16;0,13;-0,00;0,03;50,07;222,83;0,13;-0,00;0,03
2021_05_08 02:44:29;50,06;222,85;0,13;-0,00;0,03;50,06;224,43;0,13;-0,00;0,03;50,06;224,07;0,13;-0,00;0,03;50,06;222,77;0,13;-0,00;0,03
2021_05_08 02:44:34;50,05;222,88;0,13;-0,00;0,03;50,05;224,44;0,13;-0,00;0,03;50,06;224,18;0,13;-0,00;0,03;50,06;222,85;0,13;-0,00;0,03
2021_05_08 02:44:39;50,07;222,87;0,13;-0,00;0,03;50,07;224,46;0,13;-0,00;0,03;50,07;224,20;0,13;-0,00;0,03;50,07;222,85;0,13;-0,00;0,03
2021_05_08 02:44:44;50,09;222,87;0,13;-0,00;0,03;50,09;224,48;0,13;-0,00;0,03;50,09;224,24;0,13;-0,00;0,03;50,09;222,89;0,13;-0,00;0,03
2021_05_08 02:44:49;50,09;222,86;0,13;-0,00;0,03;50,09;224,47;0,13;-0,00;0,03;50,09;224,14;0,13;-0,00;0,03;50,09;222,80;0,13;-0,00;0,03
2021_05_08 02:44:54;50,08;222,88;0,13;-0,00;0,03;50,08;224,41;0,13;-0,00;0,03;50,08;224,16;0,13;-0,00;0,03;50,08;222,82;0,13;-0,00;0,03
2021_05_08 02:44:59;50,06;222,82;0,13;-0,00;0,03;50,06;224,38;0,13;-0,00;0,03;50,06;224,13;0,13;-0,00;0,03;50,06;222,81;0,13;-0,00;0,03
2021_05_08 02:45:04;50,04;222,77;0,13;-0,00;0,03;50,05;224,38;0,13;-0,00;0,03;50,05;224,14;0,13;-0,00;0,03;50,05;222,83;0,13;-0,00;0,03
2021_05_08 02:45:09;50,05;222,90;0,13;-0,00;0,03;50,06;224,54;0,13;-0,00;0,03;50,06;224,26;0,13;-0,00;0,03;50,06;222,94;0,13;-0,00;0,03
2021_05_08 02:45:14;50,10;223,01;0,13;-0,00;0,03;50,10;224,55;0,13;-0,00;0,03;50,10;224,29;0,13;-0,00;0,03;50,10;222,98;0,13;-0,00;0,03
2021_05_08 02:45:19;50,11;222,93;0,13;-0,00;0,03;50,11;224,50;0,13;-0,00;0,03;50,11;224,23;0,13;-0,00;0,03;50,11;222,94;0,13;-0,00;0,03
2021_05_08 02:45:24;50,09;222,92;0,13;-0,00;0,03;50,09;224,44;0,13;-0,00;0,03;50,09;224,20;0,13;-0,00;0,03;50,09;222,89;0,13;-0,00;0,03
2021_05_08 02:45:29;50,07;222,87;0,13;-0,00;0,03;50,07;224,39;0,13;-0,00;0,03;50,07;224,15;0,13;-0,00;0,03;50,07;222,87;0,13;-0,00;0,03
2021_05_08 02:45:34;50,06;222,87;0,13;-0,00;0,03;50,06;224,41;0,13;-0,00;0,03;50,06;224,17;0,13;-0,00;0,03;50,06;222,87;0,13;-0,00;0,03
2021_05_08 02:45:39;50,06;222,94;0,13;-0,00;0,03;50,06;224,49;0,13;-0,00;0,03;50,06;224,23;0,13;-0,00;0,03;50,06;222,94;0,13;-0,00;0,03
2021_05_08 02:45:44;50,07;223,00;0,13;-0,00;0,03;50,07;224,59;0,13;-0,00;0,03;50,07;224,32;0,13;-0,00;0,03;50,07;223,00;0,13;-0,00;0,03
2021_05_08 02:45:49;50,09;222,96;0,13;-0,00;0,03;50,09;224,57;0,13;-0,00;0,03;50,09;224,30;0,13;-0,00;0,03;50,09;222,96;0,13;-0,00;0,03
2021_05_08 02:45:54;50,08;222,84;0,13;-0,00;0,03;50,08;224,45;0,13;-0,00;0,03;50,08;224,17;0,13;-0,00;0,03;50,08;222,84;0,13;-0,00;0,03
2021_05_08 02:45:59;50,08;222,91;0,13;-0,00;0,03;50,08;224,49;0,13;-0,00;0,03;50,08;224,25;0,13;-0,00;0,03;50,08;222,91;0,13;-0,00;0,03
2021_05_08 02:46:04;50,08;222,88;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,20;0,13;-0,00;0,03;50,08;222,87;0,13;-0,00;0,03
2021_05_08 02:46:09;50,08;222,92;0,13;-0,00;0,03;50,08;224,46;0,13;-0,00;0,03;50,08;224,25;0,13;-0,00;0,03;50,08;222,97;0,13;-0,00;0,03
2021_05_08 02:46:14;50,08;222,71;0,13;-0,00;0,03;50,08;224,26;0,13;-0,00;0,03;50,08;224,05;0,13;-0,00;0,03;50,08;222,72;0,13;-0,00;0,03
2021_05_08 02:46:19;50,05;222,76;0,13;-0,00;0,03;50,05;224,31;0,13;-0,00;0,03;50,05;224,07;0,13;-0,00;0,03;50,05;222,83;0,13;-0,00;0,03
