TimeStamp;FrequencyInvert3(Hz);VoltageInvert3(V);CurrentInvert3(A);ActivePowerInvert3(W);ReactivePowerInvert3(VAr);FrequencyInvert4(Hz);VoltageInvert4(V);CurrentInvert4(A);ActivePowerInvert4(W);ReactivePowerInvert4(VAr);FrequencyInvert5(Hz);VoltageInvert5(V);CurrentInvert5(A);ActivePowerInvert5(W);ReactivePowerInvert5(VAr);FrequencyInvert6(Hz);VoltageInvert6(V);CurrentInvert6(A);ActivePowerInvert6(W);ReactivePowerInvert6(VAr)
2021_05_08 14:46:09;50,01;227,23;9,62;2,19;-0,01;50,01;226,33;9,23;2,09;-0,00;50,01;225,25;9,39;2,11;-0,00;50,01;227,22;8,94;2,03;0,01
2021_05_08 14:46:14;50,05;227,22;9,63;2,19;0,00;50,05;226,34;9,25;2,09;-0,01;50,05;225,27;9,38;2,11;0,00;50,05;227,25;8,93;2,03;-0,00
2021_05_08 14:46:19;50,06;227,53;9,61;2,19;0,00;50,06;226,58;9,25;2,10;-0,00;50,06;225,48;9,36;2,11;-0,01;50,06;227,48;8,91;2,03;-0,00
2021_05_08 14:46:24;50,06;227,43;9,64;2,19;0,01;50,06;226,53;9,25;2,09;0,00;50,06;225,44;9,37;2,11;0,01;50,06;227,43;8,93;2,03;0,01
2021_05_08 14:46:29;50,06;227,37;9,62;2,19;-0,00;50,06;226,60;9,25;2,09;0,01;50,06;225,46;9,38;2,11;0,01;50,06;227,42;8,93;2,03;0,02
2021_05_08 14:46:34;50,05;227,38;9,64;2,19;0,00;50,05;226,60;9,24;2,09;-0,01;50,05;225,50;9,37;2,11;-0,01;50,05;227,48;8,91;2,03;-0,01
2021_05_08 14:46:39;50,06;227,43;9,64;2,19;-0,00;50,06;226,53;9,24;2,09;-0,00;50,06;225,46;9,36;2,11;-0,00;50,06;227,44;8,90;2,02;0,00
2021_05_08 14:46:44;50,08;227,42;9,61;2,18;-0,01;50,08;226,58;9,26;2,10;0,02;50,07;225,51;9,36;2,11;0,01;50,07;227,45;8,90;2,02;0,01
2021_05_08 14:46:49;50,09;227,57;9,62;2,19;-0,01;50,09;226,62;9,25;2,10;0,00;50,09;225,54;9,37;2,11;0,00;50,09;227,55;8,90;2,02;0,00
2021_05_08 14:46:54;50,08;227,43;9,62;2,19;0,02;50,08;226,52;9,27;2,10;0,00;50,08;225,42;9,38;2,11;0,00;50,08;227,43;8,91;2,02;0,01
2021_05_08 14:46:59;50,08;227,44;9,63;2,19;0,00;50,08;226,54;9,27;2,10;0,01;50,07;225,43;9,36;2,11;0,00;50,07;227,44;8,91;2,02;0,01
2021_05_08 14:47:04;50,07;227,28;9,63;2,19;-0,00;50,07;226,39;9,26;2,09;0,00;50,07;225,32;9,37;2,11;0,00;50,07;227,28;8,94;2,03;0,00
2021_05_08 14:47:09;50,07;227,42;9,63;2,19;-0,01;50,07;226,53;9,24;2,09;-0,01;50,07;225,43;9,37;2,11;-0,01;50,07;227,42;8,92;2,03;-0,01
2021_05_08 14:47:14;50,08;227,45;9,64;2,19;0,00;50,08;226,56;9,25;2,10;0,01;50,08;225,49;9,37;2,11;0,01;50,08;227,45;8,91;2,02;0,00
2021_05_08 14:47:19;50,07;227,28;9,63;2,19;0,02;50,07;226,43;9,27;2,10;0,01;50,06;225,33;9,36;2,11;0,00;50,06;227,28;8,90;2,02;0,01
2021_05_08 14:47:24;50,08;227,52;9,65;2,19;0,00;50,08;226,67;9,26;2,10;-0,00;50,07;225,54;9,35;2,11;-0,00;50,07;227,52;8,90;2,02;-0,00
2021_05_08 14:47:29;50,08;227,45;9,64;2,19;0,01;50,08;226,52;9,28;2,10;-0,00;50,08;225,44;9,37;2,11;0,01;50,08;227,45;8,90;2,02;0,00
2021_05_08 14:47:34;50,08;227,34;9,65;2,19;-0,01;50,08;226,45;9,26;2,10;-0,00;50,08;225,40;9,36;2,11;-0,00;50,08;227,41;8,91;2,02;0,00
2021_05_08 14:47:39;50,08;227,42;9,65;2,19;-0,01;50,08;226,51;9,27;2,10;-0,01;50,08;225,43;9,37;2,11;-0,00;50,08;227,43;8,90;2,02;0,00
2021_05_08 14:47:44;50,11;227,47;9,64;2,19;0,01;50,11;226,62;9,28;2,10;0,01;50,11;225,56;9,36;2,11;0,00;50,10;227,49;8,91;2,02;0,01
2021_05_08 14:47:49;50,11;227,33;9,67;2,20;0,00;50,11;226,48;9,29;2,10;0,00;50,11;225,36;9,36;2,11;0,00;50,11;227,41;8,90;2,02;0,01
2021_05_08 14:47:54;50,08;227,39;9,64;2,19;0,01;50,08;226,52;9,28;2,10;0,01;50,08;225,41;9,36;2,11;0,01;50,08;227,37;8,92;2,03;0,01
2021_05_08 14:47:59;50,08;227,44;9,66;2,19;0,01;50,08;226,58;9,29;2,10;0,01;50,07;225,42;9,37;2,11;0,00;50,07;227,39;8,90;2,02;0,00
2021_05_08 14:48:04;50,05;227,35;9,65;2,19;-0,00;50,05;226,51;9,26;2,10;-0,01;50,05;225,41;9,37;2,11;0,00;50,05;227,39;8,89;2,02;0,01
2021_05_08 14:48:09;50,05;227,36;9,66;2,19;0,01;50,05;226,49;9,30;2,10;0,00;50,05;225,33;9,38;2,11;0,00;50,05;227,26;8,91;2,02;0,01
2021_05_08 14:48:14;50,06;226,94;8,47;1,92;0,01;50,06;226,46;9,29;2,10;0,01;50,06;225,34;9,37;2,11;0,02;50,06;227,21;8,91;2,02;0,01
2021_05_08 14:48:19;50,06;227,44;9,67;2,20;-0,01;50,06;226,60;9,28;2,10;-0,00;50,06;225,50;9,37;2,11;0,00;50,06;227,49;8,91;2,02;0,01
2021_05_08 14:48:24;50,04;227,30;9,67;2,20;0,01;50,04;226,37;9,31;2,11;0,02;50,04;225,32;9,37;2,11;-0,00;50,04;227,26;8,91;2,02;0,00
2021_05_08 14:48:29;50,04;227,38;9,68;2,20;0,02;50,04;226,43;9,28;2,10;0,01;50,04;225,30;9,37;2,11;-0,00;50,04;227,27;8,91;2,02;-0,00
2021_05_08 14:48:34;50,06;227,37;9,68;2,20;0,00;50,06;226,52;9,28;2,10;0,00;50,06;225,39;9,37;2,11;0,00;50,06;227,40;8,89;2,02;0,00
2021_05_08 14:48:39;50,08;229,65;9,56;2,19;0,00;50,08;228,55;9,23;2,11;0,01;50,08;227,18;9,29;2,11;0,01;50,08;229,67;8,81;2,02;0,01
2021_05_08 14:48:44;50,05;229,54;9,60;2,20;0,02;50,05;228,42;9,23;2,10;0,00;50,05;227,02;9,28;2,10;0,01;50,05;229,49;8,82;2,02;0,00
2021_05_08 14:48:49;50,05;229,66;9,58;2,20;0,00;50,05;228,52;9,22;2,10;-0,01;50,05;227,16;9,30;2,11;-0,00;50,05;229,61;8,82;2,02;0,00
2021_05_08 14:48:54;50,05;229,49;9,59;2,20;0,01;50,04;228,43;9,23;2,11;0,00;50,04;227,02;9,29;2,11;0,00;50,04;229,50;8,82;2,02;0,00
2021_05_08 14:48:59;50,02;229,54;9,60;2,20;0,01;50,02;228,35;9,13;2,08;0,00;50,02;227,03;9,30;2,11;0,01;50,02;229,52;8,81;2,02;0,00
2021_05_08 14:49:04;50,03;229,60;9,59;2,20;0,00;50,03;228,48;9,20;2,10;-0,00;50,03;227,11;9,29;2,11;0,01;50,03;229,56;8,82;2,02;0,00
2021_05_08 14:49:09;50,03;229,73;9,58;2,20;-0,01;50,04;228,66;9,22;2,11;0,01;50,04;227,48;9,27;2,11;0,01;50,04;229,75;8,80;2,02;-0,00
2021_05_08 14:49:14;50,06;229,86;9,57;2,20;0,01;50,06;228,62;9,21;2,10;-0,01;50,06;227,30;9,29;2,11;-0,01;50,06;229,79;8,81;2,02;-0,01
2021_05_08 14:49:19;50,07;229,71;9,59;2,20;0,00;50,07;228,56;9,22;2,10;-0,00;50,07;227,22;9,29;2,11;0,00;50,07;229,71;8,81;2,02;0,00
2021_05_08 14:49:24;50,07;229,66;9,60;2,20;0,03;50,07;228,56;9,23;2,11;0,01;50,07;227,13;9,30;2,11;0,01;50,07;229,66;8,83;2,02;0,02
2021_05_08 14:49:29;50,06;229,56;9,60;2,20;0,00;50,06;228,46;9,22;2,10;0,00;50,06;227,12;9,30;2,11;0,00;50,06;229,56;8,81;2,02;0,00
2021_05_08 14:49:34;50,08;229,73;9,59;2,20;0,01;50,08;228,63;9,22;2,10;0,01;50,08;227,22;9,28;2,11;-0,00;50,08;229,73;8,81;2,02;0,01
2021_05_08 14:49:39;50,10;229,75;9,59;2,20;-0,00;50,10;228,67;9,23;2,11;0,00;50,10;227,30;9,28;2,11;-0,00;50,10;229,75;8,80;2,02;-0,00
2021_05_08 14:49:44;50,12;229,70;9,59;2,20;0,01;50,12;228,60;9,23;2,11;0,01;50,12;227,24;9,27;2,10;0,01;50,12;229,70;8,78;2,02;-0,00
2021_05_08 14:49:49;50,11;229,73;9,60;2,20;0,00;50,11;228,61;9,23;2,11;-0,00;50,11;227,22;9,28;2,10;0,01;50,11;229,73;8,83;2,03;-0,00
2021_05_08 14:49:54;50,11;229,42;9,60;2,20;0,02;50,11;228,30;9,24;2,11;0,00;50,11;226,88;9,31;2,11;0,00;50,11;229,33;8,81;2,02;0,00
2021_05_08 14:49:59;50,10;229,56;9,59;2,20;0,01;50,10;228,42;9,22;2,10;0,00;50,10;227,02;9,29;2,11;0,01;50,10;229,55;8,81;2,02;-0,00
2021_05_08 14:50:04;50,10;229,38;9,61;2,20;-0,00;50,10;228,29;9,23;2,11;-0,01;50,10;226,87;9,27;2,10;-0,00;50,10;229,40;8,81;2,02;-0,00
2021_05_08 14:50:09;50,10;229,33;9,61;2,20;-0,00;50,10;228,16;9,24;2,11;0,01;50,10;226,84;9,30;2,11;0,00;50,10;229,29;8,80;2,02;0,01
2021_05_08 14:50:14;50,10;229,31;9,59;2,20;0,00;50,10;228,23;9,23;2,11;-0,01;50,10;226,89;9,29;2,11;0,00;50,10;229,38;8,80;2,02;0,01
2021_05_08 14:50:19;50,11;229,14;9,62;2,20;0,00;50,11;227,99;9,25;2,11;-0,01;50,11;226,62;9,30;2,11;0,00;50,11;229,11;8,82;2,02;0,01
2021_05_08 14:50:24;50,10;229,39;9,61;2,20;0,00;50,10;228,28;9,24;2,11;0,00;50,10;226,88;9,29;2,10;0,00;50,10;229,39;8,81;2,02;0,00
2021_05_08 14:50:29;50,10;229,35;9,62;2,20;-0,01;50,10;228,22;9,24;2,11;0,00;50,11;226,90;9,29;2,10;-0,01;50,11;229,38;8,81;2,02;-0,00
2021_05_08 14:50:34;50,13;229,39;9,61;2,20;-0,00;50,13;228,23;9,23;2,11;-0,00;50,13;226,87;9,28;2,10;0,00;50,13;229,37;8,81;2,02;0,00
2021_05_08 14:50:39;50,12;229,21;9,60;2,20;-0,00;50,12;228,13;9,25;2,11;0,00;50,12;226,74;9,30;2,11;0,00;50,12;229,21;8,79;2,01;0,00
2021_05_08 14:50:44;50,07;229,32;9,62;2,20;-0,00;50,07;228,22;9,23;2,10;-0,01;50,07;226,83;9,28;2,10;0,01;50,07;229,31;8,79;2,02;0,00
2021_05_08 14:50:49;50,09;229,37;9,62;2,20;0,00;50,09;228,29;9,25;2,11;0,00;50,09;226,91;9,28;2,10;-0,00;50,09;229,37;8,82;2,02;-0,00
2021_05_08 14:50:54;50,12;229,19;9,63;2,21;-0,00;50,12;228,07;9,25;2,11;-0,00;50,12;226,68;9,29;2,10;0,00;50,12;229,19;8,80;2,02;0,00
2021_05_08 14:50:59;50,13;229,27;9,63;2,21;0,00;50,13;228,15;9,27;2,11;-0,00;50,13;226,77;9,29;2,10;-0,00;50,13;229,27;8,81;2,02;-0,00
2021_05_08 14:51:04;50,13;229,26;9,63;2,21;0,00;50,13;228,17;9,26;2,11;0,00;50,13;226,79;9,28;2,10;-0,01;50,13;229,26;8,80;2,02;-0,00
2021_05_08 14:51:09;50,11;229,28;9,62;2,21;0,01;50,11;228,10;9,26;2,11;-0,01;50,11;226,76;9,28;2,10;0,01;50,11;229,28;8,80;2,02;0,01
2021_05_08 14:51:14;50,09;229,27;9,64;2,21;0,00;50,09;228,10;9,25;2,11;-0,01;50,09;226,76;9,28;2,10;0,00;50,09;229,27;8,80;2,02;0,00
2021_05_08 14:51:19;50,11;229,17;9,64;2,21;0,00;50,11;228,02;9,27;2,11;0,00;50,11;226,65;9,30;2,11;0,01;50,11;229,17;8,80;2,02;0,01
2021_05_08 14:51:24;50,10;229,27;9,64;2,21;0,01;50,10;228,10;9,27;2,11;0,00;50,10;226,67;9,30;2,10;-0,01;50,10;229,21;8,79;2,01;-0,01
2021_05_08 14:51:29;50,12;229,27;9,64;2,21;0,00;50,12;228,14;9,27;2,11;-0,00;50,12;226,75;9,29;2,10;0,00;50,13;229,30;8,80;2,02;0,00
2021_05_08 14:51:34;50,13;229,19;9,63;2,21;0,01;50,13;228,10;9,27;2,11;0,00;50,13;226,69;9,28;2,10;-0,00;50,13;229,12;8,81;2,02;0,00
2021_05_08 14:51:39;50,15;229,24;9,63;2,21;-0,01;50,15;228,10;9,27;2,11;-0,01;50,15;226,73;9,29;2,10;0,00;50,15;229,27;8,79;2,01;0,00
2021_05_08 14:51:44;50,12;229,29;9,63;2,21;0,01;50,12;228,12;9,25;2,11;0,00;50,12;226,72;9,29;2,10;0,00;50,12;229,25;8,81;2,02;0,00
2021_05_08 14:51:49;50,10;229,19;9,64;2,21;0,00;50,10;228,04;9,27;2,11;0,00;50,10;226,70;9,28;2,10;0,01;50,10;229,20;8,80;2,02;0,01
2021_05_08 14:51:54;50,11;229,32;9,64;2,21;-0,00;50,11;228,17;9,26;2,11;0,00;50,11;226,76;9,29;2,10;0,01;50,11;229,32;8,80;2,02;0,01
2021_05_08 14:51:59;50,13;229,22;9,64;2,21;-0,00;50,13;228,08;9,29;2,12;0,00;50,13;226,66;9,27;2,10;-0,01;50,13;229,23;8,81;2,02;0,00
2021_05_08 14:52:04;50,12;229,20;9,63;2,21;0,01;50,12;228,03;9,27;2,11;-0,00;50,12;226,69;9,29;2,10;0,01;50,12;229,16;8,81;2,02;-0,00
2021_05_08 14:52:09;50,13;229,34;9,64;2,21;-0,00;50,13;228,17;9,27;2,11;-0,00;50,13;226,77;9,27;2,10;-0,01;50,13;229,28;8,80;2,02;0,00
2021_05_08 14:52:14;50,13;229,25;9,65;2,21;-0,00;50,13;228,06;9,26;2,11;-0,00;50,13;226,70;9,27;2,10;-0,00;50,13;229,23;8,79;2,02;0,00
2021_05_08 14:52:19;50,13;229,28;9,64;2,21;0,01;50,13;228,15;9,28;2,12;0,01;50,13;226,74;9,29;2,10;0,00;50,13;229,28;8,79;2,01;0,00
2021_05_08 14:52:24;50,11;229,35;9,65;2,21;0,00;50,11;228,24;9,27;2,12;-0,01;50,11;226,83;9,28;2,10;0,00;50,11;229,35;8,79;2,02;0,00
2021_05_08 14:52:29;50,10;229,27;9,65;2,21;0,01;50,10;228,17;9,28;2,12;0,01;50,10;226,75;9,27;2,10;0,01;50,10;229,27;8,80;2,02;0,02
2021_05_08 14:52:34;50,12;229,29;9,66;2,21;0,00;50,12;228,11;9,28;2,12;-0,01;50,11;226,73;9,28;2,10;0,01;50,11;229,29;8,80;2,02;0,00
2021_05_08 14:52:39;50,10;229,26;9,65;2,21;0,01;50,10;228,06;9,29;2,12;0,00;50,10;226,69;9,29;2,10;0,01;50,10;229,26;8,79;2,02;0,01
2021_05_08 14:52:44;50,08;229,13;9,65;2,21;0,00;50,08;228,01;9,29;2,12;0,00;50,08;226,63;9,28;2,10;-0,01;50,08;229,16;8,80;2,02;0,01
2021_05_08 14:52:49;50,07;229,33;9,67;2,21;0,02;50,07;228,17;9,28;2,12;0,01;50,07;226,74;9,27;2,10;0,00;50,07;229,27;8,78;2,01;0,00
2021_05_08 14:52:54;50,09;226,99;9,75;2,21;0,01;50,09;226,05;9,28;2,10;-0,01;50,09;224,93;9,36;2,10;-0,00;50,09;226,91;8,88;2,01;0,00
2021_05_08 14:52:59;50,09;226,96;9,77;2,21;0,01;50,09;226,11;9,36;2,11;0,01;50,09;224,98;9,34;2,10;0,01;50,08;226,99;8,88;2,02;0,00
2021_05_08 14:53:04;50,05;227,03;9,74;2,21;0,00;50,05;226,11;9,37;2,12;-0,00;50,05;224,99;9,34;2,10;0,00;50,05;227,05;8,88;2,02;-0,00
2021_05_08 14:53:09;50,06;227,22;9,75;2,21;0,01;50,06;226,29;9,37;2,12;0,00;50,06;225,22;9,34;2,10;0,01;50,06;227,20;8,87;2,01;0,00
2021_05_08 14:53:14;50,07;227,06;9,77;2,21;0,02;50,07;226,15;9,37;2,12;0,01;50,07;224,99;9,34;2,10;-0,00;50,07;226,99;8,87;2,01;-0,01
2021_05_08 14:53:19;50,08;227,08;9,76;2,21;-0,00;50,08;226,13;9,35;2,11;0,00;50,08;225,09;9,35;2,10;0,00;50,08;227,06;8,87;2,01;0,00
2021_05_08 14:53:24;50,08;227,16;9,77;2,22;0,01;50,08;226,30;9,37;2,12;-0,00;50,08;225,12;9,34;2,10;-0,00;50,08;227,18;8,86;2,01;0,00
2021_05_08 14:53:29;50,09;227,14;9,75;2,21;-0,00;50,09;226,27;9,37;2,12;0,00;50,09;225,16;9,34;2,10;0,00;50,09;227,17;8,87;2,02;0,00
2021_05_08 14:53:34;50,10;227,08;9,77;2,22;0,01;50,10;226,14;9,37;2,12;0,01;50,10;225,04;9,36;2,10;0,01;50,10;227,03;8,87;2,01;0,00
2021_05_08 14:53:39;50,08;226,92;9,77;2,22;0,01;50,08;226,03;9,38;2,12;0,01;50,07;224,95;9,34;2,10;0,01;50,07;227,04;8,89;2,02;0,01
2021_05_08 14:53:44;50,07;227,14;9,75;2,21;0,00;50,07;226,22;9,37;2,12;0,00;50,07;225,10;9,34;2,10;0,00;50,07;227,13;8,87;2,01;0,01
2021_05_08 14:53:49;50,08;227,04;9,77;2,22;0,01;50,08;226,19;9,38;2,12;0,00;50,08;225,02;9,35;2,10;0,01;50,08;227,09;8,88;2,02;0,01
2021_05_08 14:53:54;50,07;226,80;9,78;2,22;0,01;50,07;226,09;9,39;2,12;0,00;50,07;225,01;9,35;2,10;0,00;50,07;226,58;7,89;1,79;0,00
2021_05_08 14:53:59;50,07;226,94;9,78;2,22;0,01;50,07;226,00;9,32;2,10;0,01;50,07;224,94;9,35;2,10;0,00;50,07;226,97;8,88;2,02;0,00
2021_05_08 14:54:04;50,09;227,00;9,77;2,22;-0,00;50,09;226,24;9,37;2,12;0,00;50,09;225,06;9,34;2,10;0,00;50,09;227,03;8,88;2,02;-0,00
2021_05_08 14:54:09;50,10;227,35;9,76;2,22;0,00;50,10;226,31;9,38;2,12;-0,00;50,10;225,09;9,35;2,10;-0,00;50,10;227,33;8,86;2,01;0,00
2021_05_08 14:54:14;50,10;227,08;9,77;2,22;-0,00;50,10;226,21;9,38;2,12;-0,00;50,10;225,04;9,35;2,10;-0,01;50,10;227,08;8,86;2,01;0,00
2021_05_08 14:54:19;50,11;227,04;9,79;2,22;0,01;50,11;226,19;9,40;2,12;0,00;50,11;225,01;9,34;2,10;0,01;50,11;227,04;8,88;2,02;0,01
2021_05_08 14:54:24;50,09;226,80;9,79;2,22;0,01;50,09;225,95;9,40;2,12;0,01;50,09;224,77;9,36;2,10;0,02;50,09;226,80;8,90;2,02;0,01
2021_05_08 14:54:29;50,06;226,85;9,79;2,22;-0,01;50,06;225,97;9,39;2,12;-0,01;50,06;224,87;9,37;2,10;-0,00;50,06;226,85;8,90;2,02;-0,01
2021_05_08 14:54:34;50,04;226,79;9,79;2,22;0,01;50,04;225,92;9,39;2,12;0,01;50,04;224,75;9,36;2,10;0,01;50,04;226,79;8,90;2,02;0,01
2021_05_08 14:54:39;50,04;226,93;9,78;2,22;-0,01;50,04;226,07;9,37;2,12;-0,00;50,04;224,98;9,35;2,10;0,01;50,04;226,93;8,89;2,02;-0,01
2021_05_08 14:54:44;50,06;227,04;9,80;2,22;0,00;50,06;226,23;9,39;2,12;-0,00;50,06;225,02;9,35;2,10;0,01;50,06;227,04;8,88;2,01;0,00
2021_05_08 14:54:49;50,07;226,92;9,79;2,22;0,00;50,07;226,07;9,41;2,12;-0,00;50,07;224,88;9,34;2,10;-0,01;50,07;226,92;8,90;2,02;0,00
2021_05_08 14:54:54;50,06;227,01;9,79;2,22;-0,00;50,06;226,19;9,39;2,12;-0,00;50,06;225,01;9,34;2,10;0,00;50,06;227,10;8,88;2,01;0,01
2021_05_08 14:54:59;50,05;226,97;9,80;2,22;0,00;50,05;226,13;9,37;2,12;0,00;50,05;224,94;9,35;2,10;0,01;50,05;226,93;8,89;2,02;0,00
2021_05_08 14:55:04;50,04;227,00;9,79;2,22;0,00;50,04;226,17;9,40;2,12;0,00;50,04;225,02;9,35;2,10;-0,00;50,04;226,98;8,89;2,02;0,00
2021_05_08 14:55:09;50,05;226,80;9,80;2,22;0,00;50,05;225,95;9,38;2,12;-0,00;50,05;224,79;9,34;2,10;0,00;50,05;226,88;8,88;2,01;0,00
2021_05_08 14:55:14;50,06;226,98;9,79;2,22;0,00;50,06;226,15;9,39;2,12;-0,00;50,06;224,94;9,35;2,10;-0,01;50,06;226,99;8,87;2,01;0,00
2021_05_08 14:55:19;50,09;226,96;9,80;2,22;0,00;50,09;226,15;9,41;2,13;0,00;50,09;224,97;9,34;2,10;-0,00;50,09;227,03;8,88;2,02;-0,00
2021_05_08 14:55:24;50,07;227,04;9,80;2,22;0,01;50,07;226,23;9,41;2,13;0,00;50,07;224,98;9,34;2,10;-0,00;50,07;227,04;8,88;2,02;0,01
2021_05_08 14:55:29;50,06;226,86;9,80;2,22;0,01;50,06;226,03;9,42;2,13;0,00;50,05;224,89;9,34;2,10;0,00;50,05;226,87;8,89;2,02;0,00
2021_05_08 14:55:34;50,05;226,99;9,80;2,22;0,00;50,05;226,14;9,41;2,13;-0,00;50,05;225,00;9,33;2,10;-0,00;50,05;226,99;8,87;2,01;-0,01
2021_05_08 14:55:39;50,05;226,93;9,81;2,23;0,01;50,05;226,11;9,40;2,12;0,01;50,05;224,85;9,34;2,10;-0,00;50,05;226,93;8,88;2,01;0,00
2021_05_08 14:55:44;50,02;226,87;9,80;2,22;0,01;50,02;226,01;9,40;2,12;0,01;50,02;224,92;9,33;2,10;0,00;50,02;226,89;8,89;2,02;0,00
2021_05_08 14:55:49;50,00;226,95;9,81;2,23;0,02;50,00;226,11;9,42;2,13;0,01;50,00;224,90;9,35;2,10;-0,01;50,00;226,95;8,88;2,01;0,01
2021_05_08 14:55:54;50,01;227,00;9,81;2,22;0,01;50,01;226,16;9,42;2,13;0,00;50,01;224,98;9,33;2,10;-0,00;50,01;226,99;8,86;2,01;-0,01
2021_05_08 14:55:59;50,02;227,01;9,81;2,23;0,02;50,02;226,14;9,41;2,13;0,00;50,02;224,95;9,32;2,10;-0,01;50,02;226,86;8,89;2,02;-0,02
2021_05_08 14:56:04;50,04;226,92;9,81;2,23;-0,00;50,04;226,06;9,41;2,12;-0,01;50,04;224,89;9,35;2,10;0,01;50,04;226,94;8,87;2,01;0,00
2021_05_08 14:56:09;50,04;226,96;9,80;2,22;0,02;50,04;226,07;9,40;2,12;-0,00;50,04;224,87;9,35;2,10;0,00;50,04;226,90;8,89;2,02;0,00
2021_05_08 14:56:14;50,02;226,99;9,82;2,23;0,00;50,02;226,13;9,40;2,12;-0,00;50,02;224,98;9,33;2,10;0,00;50,02;226,99;8,89;2,02;0,01
2021_05_08 14:56:19;50,03;227,02;9,81;2,23;0,00;50,03;226,19;9,42;2,13;0,00;50,03;225,04;9,32;2,10;-0,01;50,03;227,05;8,86;2,01;-0,00
2021_05_08 14:56:24;50,05;227,07;9,80;2,22;-0,01;50,05;226,21;9,42;2,13;-0,01;50,06;225,03;9,32;2,10;-0,01;50,06;227,04;8,87;2,01;-0,01
2021_05_08 14:56:29;50,05;226,92;9,82;2,23;0,01;50,05;226,09;9,43;2,13;-0,00;50,04;224,93;9,33;2,10;-0,00;50,04;226,91;8,88;2,01;-0,00
2021_05_08 14:56:34;50,03;227,04;9,82;2,23;0,00;50,03;226,25;9,41;2,13;-0,01;50,03;225,05;9,33;2,10;0,00;50,03;227,13;8,88;2,02;-0,00
2021_05_08 14:56:39;50,05;227,15;9,81;2,23;0,00;50,05;226,22;9,40;2,12;0,00;50,05;225,07;9,33;2,10;-0,00;50,05;227,10;8,86;2,01;-0,01
2021_05_08 14:56:44;50,06;227,01;9,82;2,23;0,02;50,06;226,11;9,41;2,13;-0,00;50,06;224,96;9,34;2,10;0,00;50,06;226,92;8,87;2,01;-0,01
2021_05_08 14:56:49;50,05;227,10;9,82;2,23;0,00;50,05;226,25;9,41;2,13;-0,01;50,05;225,08;9,32;2,10;-0,00;50,05;227,09;8,85;2,01;-0,01
2021_05_08 14:56:54;50,07;227,04;9,80;2,22;-0,00;50,07;226,17;9,41;2,13;0,01;50,07;225,00;9,32;2,10;0,01;50,07;227,05;8,86;2,01;-0,00
2021_05_08 14:56:59;50,06;227,09;9,81;2,23;0,01;50,06;226,16;9,43;2,13;-0,00;50,06;224,97;9,32;2,10;-0,00;50,06;227,02;8,87;2,01;0,02
2021_05_08 14:57:04;50,03;227,04;9,81;2,23;0,00;50,03;226,21;9,43;2,13;-0,01;50,03;224,99;9,33;2,10;-0,00;50,03;227,02;8,87;2,01;0,01
2021_05_08 14:57:09;50,02;227,00;9,82;2,23;0,00;50,02;226,18;9,43;2,13;-0,00;50,02;224,97;9,33;2,10;-0,00;50,02;227,03;8,87;2,01;0,00
2021_05_08 14:57:14;50,02;226,97;9,83;2,23;-0,01;50,02;226,12;9,43;2,13;0,00;50,02;224,98;9,31;2,09;0,01;50,02;226,96;8,85;2,01;0,00
2021_05_08 14:57:19;50,03;226,99;9,83;2,23;0,01;50,03;226,16;9,43;2,13;-0,00;50,03;224,97;9,32;2,10;-0,00;50,03;226,98;8,86;2,01;0,00
2021_05_08 14:57:24;50,05;227,02;9,83;2,23;0,00;50,05;226,12;9,43;2,13;0,01;50,05;224,97;9,34;2,10;0,01;50,05;226,96;8,85;2,01;0,01
2021_05_08 14:57:29;50,07;227,03;9,81;2,23;-0,01;50,07;226,20;9,43;2,13;-0,00;50,07;225,08;9,31;2,09;-0,01;50,07;227,03;8,85;2,01;-0,01
2021_05_08 14:57:34;50,09;227,12;9,82;2,23;0,00;50,09;226,27;9,44;2,13;0,01;50,09;225,07;9,31;2,10;0,00;50,09;227,12;8,84;2,01;0,00
2021_05_08 14:57:39;50,08;226,98;9,83;2,23;0,01;50,08;226,15;9,45;2,14;0,00;50,08;224,99;9,30;2,09;0,00;50,08;226,98;8,86;2,01;0,00
2021_05_08 14:57:44;50,06;227,08;9,84;2,23;-0,00;50,06;226,22;9,43;2,13;-0,01;50,06;225,07;9,31;2,09;-0,01;50,06;227,08;8,86;2,01;-0,00
2021_05_08 14:57:49;50,08;227,00;9,84;2,23;-0,00;50,08;226,15;9,43;2,13;-0,00;50,08;224,99;9,32;2,10;-0,01;50,08;227,00;8,86;2,01;-0,00
2021_05_08 14:57:54;50,09;227,02;9,84;2,23;0,00;50,09;226,20;9,43;2,13;-0,01;50,09;225,03;9,32;2,10;0,00;50,09;227,02;8,87;2,01;0,00
2021_05_08 14:57:59;50,10;227,02;9,84;2,23;0,01;50,10;226,16;9,45;2,14;0,01;50,09;225,02;9,31;2,09;0,01;50,09;227,02;8,82;2,00;0,01
2021_05_08 14:58:04;50,11;227,02;9,84;2,23;0,00;50,11;226,22;9,45;2,14;0,01;50,11;225,02;9,33;2,10;0,00;50,11;227,01;8,85;2,01;-0,00
2021_05_08 14:58:09;50,11;223,11;10,12;2,25;0,01;50,11;222,48;9,75;2,16;0,01;50,11;221,31;9,58;2,11;0,01;50,11;225,33;8,88;2,00;0,00
